Frame:	Label:	Points:	Bounding Box ID:	Frame path: data3/omelette/
9	ham	(64,177,35,33)	12	9.jpg
9	bowl	(52,127,44,37)	17	9.jpg
9	frying_pan	(99,90,83,100)	14	9.jpg
9	knife	(11,102,43,69)	22	9.jpg
9	cutting_board	(5,109,52,65)	19	9.jpg
9	oil_bottle	(0,148,34,43)	24	9.jpg
9	shell_egg	(74,231,23,22)	7	9.jpg
9	saltshaker	(28,161,36,54)	26	9.jpg
9	spoon	(37,171,16,39)	27	9.jpg
10	ham	(64,178,34,31)	12	10.jpg
10	bowl	(50,126,45,39)	17	10.jpg
10	frying_pan	(99,89,83,101)	14	10.jpg
10	knife	(12,102,43,69)	22	10.jpg
10	cutting_board	(7,110,52,64)	19	10.jpg
10	oil_bottle	(0,148,35,44)	24	10.jpg
10	shell_egg	(74,231,23,22)	7	10.jpg
10	saltshaker	(26,161,36,53)	26	10.jpg
10	spoon	(36,171,16,39)	27	10.jpg
11	ham	(66,178,33,31)	12	11.jpg
11	bowl	(50,126,46,39)	17	11.jpg
11	frying_pan	(99,89,83,101)	14	11.jpg
11	knife	(11,102,43,69)	22	11.jpg
11	cutting_board	(6,110,51,63)	19	11.jpg
11	oil_bottle	(0,148,35,44)	24	11.jpg
11	shell_egg	(74,231,23,22)	7	11.jpg
11	saltshaker	(28,161,36,54)	26	11.jpg
11	spoon	(36,170,16,40)	27	11.jpg
12	ham	(64,178,33,31)	12	12.jpg
12	bowl	(50,126,46,39)	17	12.jpg
12	frying_pan	(99,89,83,101)	14	12.jpg
12	knife	(11,102,44,69)	22	12.jpg
12	cutting_board	(7,110,52,63)	19	12.jpg
12	oil_bottle	(0,149,33,42)	24	12.jpg
12	shell_egg	(74,231,23,22)	7	12.jpg
12	saltshaker	(26,161,36,53)	26	12.jpg
12	spoon	(36,170,16,40)	27	12.jpg
13	ham	(65,178,33,31)	12	13.jpg
13	bowl	(50,126,47,40)	17	13.jpg
13	frying_pan	(99,89,83,101)	14	13.jpg
13	knife	(10,101,44,70)	22	13.jpg
13	cutting_board	(6,110,52,63)	19	13.jpg
13	oil_bottle	(0,147,36,46)	24	13.jpg
13	shell_egg	(74,231,23,22)	7	13.jpg
13	saltshaker	(28,161,36,54)	26	13.jpg
13	spoon	(36,170,16,40)	27	13.jpg
14	ham	(64,178,34,32)	12	14.jpg
14	bowl	(49,124,50,43)	17	14.jpg
14	frying_pan	(97,89,83,101)	14	14.jpg
14	knife	(12,101,44,70)	22	14.jpg
14	cutting_board	(4,109,52,64)	19	14.jpg
14	oil_bottle	(0,149,32,41)	24	14.jpg
14	shell_egg	(74,231,23,22)	7	14.jpg
14	saltshaker	(26,161,36,53)	26	14.jpg
14	spoon	(37,171,16,39)	27	14.jpg
15	ham	(66,178,33,31)	12	15.jpg
15	bowl	(50,125,47,40)	17	15.jpg
15	frying_pan	(99,89,82,100)	14	15.jpg
15	knife	(9,100,46,71)	22	15.jpg
15	cutting_board	(6,109,52,64)	19	15.jpg
15	oil_bottle	(0,148,36,44)	24	15.jpg
15	shell_egg	(74,231,23,22)	7	15.jpg
15	saltshaker	(28,161,36,54)	26	15.jpg
15	spoon	(36,171,17,39)	27	15.jpg
16	ham	(64,178,33,31)	12	16.jpg
16	bowl	(50,127,44,37)	17	16.jpg
16	frying_pan	(99,89,82,101)	14	16.jpg
16	knife	(12,101,44,71)	22	16.jpg
16	cutting_board	(4,109,52,65)	19	16.jpg
16	oil_bottle	(0,149,34,42)	24	16.jpg
16	shell_egg	(74,231,23,22)	7	16.jpg
16	saltshaker	(26,161,36,53)	26	16.jpg
16	spoon	(36,171,16,38)	27	16.jpg
17	ham	(66,178,33,31)	12	17.jpg
17	bowl	(52,127,44,37)	17	17.jpg
17	frying_pan	(98,90,81,99)	14	17.jpg
17	knife	(9,100,45,72)	22	17.jpg
17	cutting_board	(5,109,53,65)	19	17.jpg
17	oil_bottle	(0,148,35,44)	24	17.jpg
17	shell_egg	(74,231,23,22)	7	17.jpg
17	saltshaker	(28,161,36,54)	26	17.jpg
17	spoon	(37,171,16,39)	27	17.jpg
18	ham	(64,178,33,31)	12	18.jpg
18	bowl	(50,126,45,39)	17	18.jpg
18	frying_pan	(100,90,82,100)	14	18.jpg
18	knife	(12,101,44,71)	22	18.jpg
18	cutting_board	(7,110,52,63)	19	18.jpg
18	oil_bottle	(0,148,35,43)	24	18.jpg
18	shell_egg	(74,231,23,22)	7	18.jpg
18	saltshaker	(26,161,36,53)	26	18.jpg
18	spoon	(36,171,16,39)	27	18.jpg
19	ham	(66,178,33,31)	12	19.jpg
19	bowl	(52,127,44,37)	17	19.jpg
19	frying_pan	(99,89,83,101)	14	19.jpg
19	knife	(9,100,45,72)	22	19.jpg
19	cutting_board	(3,108,53,65)	19	19.jpg
19	oil_bottle	(0,149,33,42)	24	19.jpg
19	shell_egg	(74,231,23,22)	7	19.jpg
19	saltshaker	(28,161,36,54)	26	19.jpg
19	spoon	(37,171,16,39)	27	19.jpg
20	ham	(64,178,33,31)	12	20.jpg
20	bowl	(50,126,45,39)	17	20.jpg
20	frying_pan	(99,89,83,101)	14	20.jpg
20	knife	(12,101,44,71)	22	20.jpg
20	cutting_board	(7,109,52,65)	19	20.jpg
20	oil_bottle	(0,147,36,46)	24	20.jpg
20	shell_egg	(74,231,23,22)	7	20.jpg
20	saltshaker	(26,161,36,53)	26	20.jpg
20	spoon	(37,171,16,39)	27	20.jpg
21	ham	(65,178,33,31)	12	21.jpg
21	bowl	(50,126,47,39)	17	21.jpg
21	frying_pan	(99,89,83,101)	14	21.jpg
21	knife	(9,100,45,72)	22	21.jpg
21	cutting_board	(3,107,54,67)	19	21.jpg
21	oil_bottle	(0,149,32,41)	24	21.jpg
21	shell_egg	(74,231,23,22)	7	21.jpg
21	saltshaker	(27,161,37,54)	26	21.jpg
21	spoon	(36,171,16,39)	27	21.jpg
22	ham	(65,178,33,31)	12	22.jpg
22	bowl	(50,127,44,37)	17	22.jpg
22	frying_pan	(99,89,83,101)	14	22.jpg
22	knife	(12,101,44,71)	22	22.jpg
22	cutting_board	(6,109,53,65)	19	22.jpg
22	oil_bottle	(0,148,36,44)	24	22.jpg
22	shell_egg	(74,231,23,22)	7	22.jpg
22	saltshaker	(27,162,36,52)	26	22.jpg
22	spoon	(36,171,16,38)	27	22.jpg
23	ham	(65,178,33,32)	12	23.jpg
23	bowl	(52,127,44,37)	17	23.jpg
23	frying_pan	(99,89,83,101)	14	23.jpg
23	knife	(9,100,46,72)	22	23.jpg
23	cutting_board	(3,107,54,67)	19	23.jpg
23	oil_bottle	(0,149,33,42)	24	23.jpg
23	shell_egg	(74,231,23,22)	7	23.jpg
23	saltshaker	(27,162,36,52)	26	23.jpg
23	spoon	(37,171,16,38)	27	23.jpg
24	ham	(65,178,33,32)	12	24.jpg
24	bowl	(50,126,47,39)	17	24.jpg
24	frying_pan	(99,89,83,101)	14	24.jpg
24	knife	(12,101,44,71)	22	24.jpg
24	cutting_board	(6,109,53,65)	19	24.jpg
24	oil_bottle	(0,148,35,44)	24	24.jpg
24	shell_egg	(74,231,23,22)	7	24.jpg
24	saltshaker	(28,161,36,53)	26	24.jpg
24	spoon	(36,170,16,39)	27	24.jpg
25	ham	(64,178,33,31)	12	25.jpg
25	bowl	(50,125,47,40)	17	25.jpg
25	frying_pan	(99,89,83,101)	14	25.jpg
25	knife	(10,100,45,72)	22	25.jpg
25	cutting_board	(3,107,54,67)	19	25.jpg
25	oil_bottle	(0,148,35,43)	24	25.jpg
25	shell_egg	(74,231,23,22)	7	25.jpg
25	saltshaker	(27,161,34,52)	26	25.jpg
25	spoon	(36,171,16,39)	27	25.jpg
26	ham	(64,178,34,32)	12	26.jpg
26	bowl	(50,127,44,37)	17	26.jpg
26	frying_pan	(99,89,83,101)	14	26.jpg
26	knife	(11,101,44,71)	22	26.jpg
26	cutting_board	(6,109,53,65)	19	26.jpg
26	oil_bottle	(0,149,33,42)	24	26.jpg
26	shell_egg	(74,231,23,22)	7	26.jpg
26	saltshaker	(28,161,35,53)	26	26.jpg
26	spoon	(36,170,16,40)	27	26.jpg
27	ham	(65,178,34,31)	12	27.jpg
27	bowl	(52,127,44,37)	17	27.jpg
27	frying_pan	(99,89,83,101)	14	27.jpg
27	knife	(12,101,44,71)	22	27.jpg
27	cutting_board	(3,107,54,67)	19	27.jpg
27	oil_bottle	(0,147,36,46)	24	27.jpg
27	shell_egg	(74,231,23,22)	7	27.jpg
27	saltshaker	(27,161,35,52)	26	27.jpg
27	spoon	(36,171,16,39)	27	27.jpg
28	ham	(63,177,34,32)	12	28.jpg
28	bowl	(50,126,47,39)	17	28.jpg
28	frying_pan	(99,89,83,101)	14	28.jpg
28	knife	(11,101,44,70)	22	28.jpg
28	cutting_board	(6,109,53,65)	19	28.jpg
28	oil_bottle	(0,149,33,42)	24	28.jpg
28	shell_egg	(74,231,23,22)	7	28.jpg
28	saltshaker	(28,162,35,52)	26	28.jpg
28	spoon	(37,171,16,39)	27	28.jpg
29	ham	(65,178,34,31)	12	29.jpg
29	bowl	(50,126,44,38)	17	29.jpg
29	frying_pan	(99,89,83,101)	14	29.jpg
29	knife	(10,101,44,70)	22	29.jpg
29	cutting_board	(3,107,54,67)	19	29.jpg
29	oil_bottle	(0,148,36,45)	24	29.jpg
29	shell_egg	(74,231,23,22)	7	29.jpg
29	saltshaker	(26,161,36,53)	26	29.jpg
29	spoon	(36,170,16,39)	27	29.jpg
30	ham	(65,178,34,32)	12	30.jpg
30	bowl	(52,127,44,37)	17	30.jpg
30	frying_pan	(99,89,83,101)	14	30.jpg
30	knife	(11,101,44,70)	22	30.jpg
30	cutting_board	(6,108,53,66)	19	30.jpg
30	oil_bottle	(0,149,33,41)	24	30.jpg
30	shell_egg	(74,231,23,22)	7	30.jpg
30	saltshaker	(28,161,36,53)	26	30.jpg
30	spoon	(37,170,16,39)	27	30.jpg
31	ham	(65,178,33,32)	12	31.jpg
31	bowl	(50,126,45,39)	17	31.jpg
31	frying_pan	(99,89,83,101)	14	31.jpg
31	knife	(10,101,44,70)	22	31.jpg
31	cutting_board	(3,107,54,67)	19	31.jpg
31	oil_bottle	(0,148,36,45)	24	31.jpg
31	shell_egg	(74,231,23,22)	7	31.jpg
31	saltshaker	(27,161,35,52)	26	31.jpg
31	spoon	(36,170,16,39)	27	31.jpg
32	ham	(64,178,34,32)	12	32.jpg
32	bowl	(50,125,47,40)	17	32.jpg
32	frying_pan	(99,89,83,101)	14	32.jpg
32	knife	(11,101,44,71)	22	32.jpg
32	cutting_board	(6,108,53,66)	19	32.jpg
32	oil_bottle	(0,149,33,42)	24	32.jpg
32	shell_egg	(74,231,23,22)	7	32.jpg
32	saltshaker	(28,161,35,53)	26	32.jpg
32	spoon	(37,171,16,38)	27	32.jpg
33	ham	(64,178,34,32)	12	33.jpg
33	bowl	(50,127,44,37)	17	33.jpg
33	frying_pan	(99,89,83,101)	14	33.jpg
33	knife	(12,101,44,71)	22	33.jpg
33	cutting_board	(3,107,54,67)	19	33.jpg
33	oil_bottle	(0,147,36,45)	24	33.jpg
33	shell_egg	(74,231,23,22)	7	33.jpg
33	saltshaker	(26,161,36,53)	26	33.jpg
33	spoon	(36,171,17,39)	27	33.jpg
34	ham	(65,178,34,31)	12	34.jpg
34	bowl	(52,127,44,37)	17	34.jpg
34	frying_pan	(99,89,83,101)	14	34.jpg
34	knife	(10,101,44,70)	22	34.jpg
34	cutting_board	(6,108,53,66)	19	34.jpg
34	oil_bottle	(0,149,33,41)	24	34.jpg
34	shell_egg	(74,231,23,22)	7	34.jpg
34	saltshaker	(28,161,35,52)	26	34.jpg
34	spoon	(36,170,17,40)	27	34.jpg
35	ham	(64,177,35,33)	12	35.jpg
35	bowl	(50,126,47,39)	17	35.jpg
35	frying_pan	(99,89,83,101)	14	35.jpg
35	knife	(11,101,44,70)	22	35.jpg
35	cutting_board	(3,108,54,66)	19	35.jpg
35	oil_bottle	(0,147,36,46)	24	35.jpg
35	shell_egg	(74,231,23,22)	7	35.jpg
35	saltshaker	(26,161,36,53)	26	35.jpg
35	spoon	(36,170,17,40)	27	35.jpg
36	ham	(64,177,34,33)	12	36.jpg
36	bowl	(50,126,44,38)	17	36.jpg
36	frying_pan	(99,89,83,101)	14	36.jpg
36	knife	(10,101,44,70)	22	36.jpg
36	cutting_board	(6,109,53,65)	19	36.jpg
36	oil_bottle	(0,150,33,40)	24	36.jpg
36	shell_egg	(74,231,23,22)	7	36.jpg
36	saltshaker	(27,161,35,53)	26	36.jpg
36	spoon	(36,170,16,39)	27	36.jpg
37	ham	(66,178,33,31)	12	37.jpg
37	bowl	(52,127,44,37)	17	37.jpg
37	frying_pan	(99,89,83,101)	14	37.jpg
37	knife	(12,101,44,70)	22	37.jpg
37	cutting_board	(3,107,54,67)	19	37.jpg
37	oil_bottle	(0,148,36,45)	24	37.jpg
37	shell_egg	(74,231,23,22)	7	37.jpg
37	saltshaker	(26,161,36,53)	26	37.jpg
37	spoon	(37,171,16,39)	27	37.jpg
38	ham	(64,178,33,31)	12	38.jpg
38	bowl	(50,126,45,39)	17	38.jpg
38	frying_pan	(99,89,83,101)	14	38.jpg
38	knife	(11,101,44,70)	22	38.jpg
38	cutting_board	(6,108,53,66)	19	38.jpg
38	oil_bottle	(0,150,33,40)	24	38.jpg
38	shell_egg	(74,231,23,22)	7	38.jpg
38	saltshaker	(27,161,35,53)	26	38.jpg
38	spoon	(36,170,16,40)	27	38.jpg
39	ham	(65,178,33,31)	12	39.jpg
39	bowl	(50,126,46,39)	17	39.jpg
39	frying_pan	(99,89,83,101)	14	39.jpg
39	knife	(10,101,44,70)	22	39.jpg
39	cutting_board	(3,108,53,66)	19	39.jpg
39	oil_bottle	(0,147,36,45)	24	39.jpg
39	shell_egg	(74,231,23,22)	7	39.jpg
39	saltshaker	(27,161,35,53)	26	39.jpg
39	spoon	(36,170,16,39)	27	39.jpg
40	ham	(65,178,33,31)	12	40.jpg
40	bowl	(49,125,47,40)	17	40.jpg
40	frying_pan	(99,89,83,101)	14	40.jpg
40	knife	(11,101,44,71)	22	40.jpg
40	cutting_board	(6,109,53,65)	19	40.jpg
40	oil_bottle	(0,150,32,40)	24	40.jpg
40	shell_egg	(74,231,23,22)	7	40.jpg
40	saltshaker	(28,161,35,53)	26	40.jpg
40	spoon	(37,170,16,39)	27	40.jpg
41	ham	(64,178,34,32)	12	41.jpg
41	bowl	(52,127,44,37)	17	41.jpg
41	frying_pan	(99,89,83,101)	14	41.jpg
41	knife	(10,101,44,70)	22	41.jpg
41	cutting_board	(3,107,54,67)	19	41.jpg
41	oil_bottle	(0,148,36,44)	24	41.jpg
41	shell_egg	(74,231,23,22)	7	41.jpg
41	saltshaker	(27,162,35,52)	26	41.jpg
41	spoon	(36,170,16,40)	27	41.jpg
42	ham	(66,178,33,31)	12	42.jpg
42	bowl	(50,126,47,39)	17	42.jpg
42	frying_pan	(99,89,83,101)	14	42.jpg
42	knife	(13,103,43,69)	22	42.jpg
42	cutting_board	(6,108,53,66)	19	42.jpg
42	oil_bottle	(0,149,33,42)	24	42.jpg
42	shell_egg	(74,231,23,22)	7	42.jpg
42	saltshaker	(28,161,36,53)	26	42.jpg
42	spoon	(36,170,17,40)	27	42.jpg
43	ham	(64,178,33,31)	12	43.jpg
43	bowl	(50,126,44,38)	17	43.jpg
43	frying_pan	(99,89,83,101)	14	43.jpg
43	knife	(10,101,44,70)	22	43.jpg
43	cutting_board	(3,107,54,67)	19	43.jpg
43	oil_bottle	(0,148,35,44)	24	43.jpg
43	shell_egg	(74,231,23,22)	7	43.jpg
43	saltshaker	(26,161,36,53)	26	43.jpg
43	spoon	(36,170,16,40)	27	43.jpg
44	ham	(65,178,33,31)	12	44.jpg
44	bowl	(52,127,44,37)	17	44.jpg
44	frying_pan	(99,89,83,101)	14	44.jpg
44	knife	(11,101,44,70)	22	44.jpg
44	cutting_board	(6,108,53,66)	19	44.jpg
44	oil_bottle	(0,148,35,44)	24	44.jpg
44	shell_egg	(74,231,23,22)	7	44.jpg
44	saltshaker	(27,161,36,54)	26	44.jpg
44	spoon	(37,172,15,37)	27	44.jpg
45	ham	(65,178,33,32)	12	45.jpg
45	bowl	(50,126,45,39)	17	45.jpg
45	frying_pan	(99,89,83,101)	14	45.jpg
45	knife	(10,101,44,70)	22	45.jpg
45	cutting_board	(3,108,54,66)	19	45.jpg
45	oil_bottle	(0,148,35,44)	24	45.jpg
45	shell_egg	(74,231,23,22)	7	45.jpg
45	saltshaker	(27,162,36,52)	26	45.jpg
45	spoon	(37,171,15,38)	27	45.jpg
46	ham	(66,178,33,31)	12	46.jpg
46	bowl	(50,126,46,39)	17	46.jpg
46	frying_pan	(99,89,83,101)	14	46.jpg
46	knife	(11,101,44,71)	22	46.jpg
46	cutting_board	(6,108,53,66)	19	46.jpg
46	oil_bottle	(0,148,35,44)	24	46.jpg
46	shell_egg	(74,231,23,22)	7	46.jpg
46	saltshaker	(28,161,36,53)	26	46.jpg
46	spoon	(36,171,16,39)	27	46.jpg
47	ham	(64,178,33,31)	12	47.jpg
47	bowl	(49,125,47,40)	17	47.jpg
47	frying_pan	(99,89,83,101)	14	47.jpg
47	knife	(12,101,44,71)	22	47.jpg
47	cutting_board	(3,107,54,67)	19	47.jpg
47	oil_bottle	(0,148,35,43)	24	47.jpg
47	shell_egg	(74,231,23,22)	7	47.jpg
47	saltshaker	(27,162,36,52)	26	47.jpg
47	spoon	(37,171,16,39)	27	47.jpg
48	ham	(65,178,33,31)	12	48.jpg
48	bowl	(52,127,44,37)	17	48.jpg
48	frying_pan	(99,89,83,101)	14	48.jpg
48	knife	(11,101,44,71)	22	48.jpg
48	cutting_board	(6,108,53,66)	19	48.jpg
48	oil_bottle	(0,148,35,43)	24	48.jpg
48	shell_egg	(74,231,23,22)	7	48.jpg
48	saltshaker	(28,161,36,53)	26	48.jpg
48	spoon	(36,171,16,38)	27	48.jpg
49	ham	(65,178,33,31)	12	49.jpg
49	bowl	(50,126,47,39)	17	49.jpg
49	frying_pan	(99,89,82,101)	14	49.jpg
49	knife	(10,101,44,70)	22	49.jpg
49	cutting_board	(3,108,54,66)	19	49.jpg
49	oil_bottle	(0,148,35,43)	24	49.jpg
49	shell_egg	(74,231,23,22)	7	49.jpg
49	saltshaker	(27,162,36,52)	26	49.jpg
49	spoon	(37,171,15,38)	27	49.jpg
50	ham	(65,178,34,31)	12	50.jpg
50	bowl	(50,127,44,37)	17	50.jpg
50	frying_pan	(99,89,83,101)	14	50.jpg
50	knife	(11,101,44,71)	22	50.jpg
50	cutting_board	(6,108,53,66)	19	50.jpg
50	oil_bottle	(0,149,33,42)	24	50.jpg
50	shell_egg	(74,231,23,22)	7	50.jpg
50	saltshaker	(28,161,36,53)	26	50.jpg
50	spoon	(37,171,15,38)	27	50.jpg
51	ham	(64,177,34,32)	12	51.jpg
51	bowl	(52,127,44,38)	17	51.jpg
51	frying_pan	(99,89,82,101)	14	51.jpg
51	knife	(10,101,44,71)	22	51.jpg
51	cutting_board	(3,107,54,67)	19	51.jpg
51	oil_bottle	(0,147,36,46)	24	51.jpg
51	shell_egg	(74,231,23,22)	7	51.jpg
51	saltshaker	(26,161,36,53)	26	51.jpg
51	spoon	(36,171,16,39)	27	51.jpg
52	ham	(65,178,34,32)	12	52.jpg
52	bowl	(50,127,44,37)	17	52.jpg
52	frying_pan	(99,89,82,101)	14	52.jpg
52	knife	(13,103,43,69)	22	52.jpg
52	cutting_board	(6,108,53,66)	19	52.jpg
52	oil_bottle	(0,149,33,42)	24	52.jpg
52	shell_egg	(74,231,23,22)	7	52.jpg
52	saltshaker	(27,161,37,54)	26	52.jpg
52	spoon	(36,171,16,38)	27	52.jpg
53	ham	(65,178,34,32)	12	53.jpg
53	bowl	(50,126,46,39)	17	53.jpg
53	frying_pan	(99,89,82,101)	14	53.jpg
53	knife	(10,101,44,70)	22	53.jpg
53	cutting_board	(3,107,54,67)	19	53.jpg
53	oil_bottle	(0,148,36,45)	24	53.jpg
53	shell_egg	(74,231,23,22)	7	53.jpg
53	saltshaker	(27,162,36,52)	26	53.jpg
53	spoon	(36,171,16,39)	27	53.jpg
54	ham	(65,178,34,32)	12	54.jpg
54	bowl	(50,126,46,39)	17	54.jpg
54	frying_pan	(99,89,82,101)	14	54.jpg
54	knife	(11,101,44,71)	22	54.jpg
54	cutting_board	(6,108,53,66)	19	54.jpg
54	oil_bottle	(0,149,33,42)	24	54.jpg
54	shell_egg	(74,231,23,22)	7	54.jpg
54	saltshaker	(28,161,36,53)	26	54.jpg
54	spoon	(36,170,16,40)	27	54.jpg
55	ham	(66,178,33,31)	12	55.jpg
55	bowl	(52,127,44,37)	17	55.jpg
55	frying_pan	(99,89,82,101)	14	55.jpg
55	knife	(12,101,44,71)	22	55.jpg
55	cutting_board	(4,108,54,66)	19	55.jpg
55	oil_bottle	(0,147,36,45)	24	55.jpg
55	shell_egg	(74,231,23,22)	7	55.jpg
55	saltshaker	(27,161,35,52)	26	55.jpg
55	spoon	(37,171,16,39)	27	55.jpg
56	ham	(64,177,35,32)	12	56.jpg
56	bowl	(50,126,47,39)	17	56.jpg
56	frying_pan	(99,89,82,101)	14	56.jpg
56	knife	(9,100,45,72)	22	56.jpg
56	cutting_board	(5,109,53,65)	19	56.jpg
56	oil_bottle	(0,149,32,41)	24	56.jpg
56	shell_egg	(74,231,23,22)	7	56.jpg
56	saltshaker	(28,162,35,51)	26	56.jpg
56	spoon	(36,170,16,40)	27	56.jpg
57	ham	(65,178,34,32)	12	57.jpg
57	bowl	(50,125,46,40)	17	57.jpg
57	frying_pan	(99,89,82,101)	14	57.jpg
57	knife	(12,101,44,71)	22	57.jpg
57	cutting_board	(5,109,53,65)	19	57.jpg
57	oil_bottle	(0,148,36,44)	24	57.jpg
57	shell_egg	(74,231,23,22)	7	57.jpg
57	saltshaker	(27,162,36,52)	26	57.jpg
57	spoon	(36,171,16,39)	27	57.jpg
58	ham	(65,177,34,32)	12	58.jpg
58	bowl	(50,127,44,37)	17	58.jpg
58	frying_pan	(99,89,82,101)	14	58.jpg
58	knife	(10,100,45,71)	22	58.jpg
58	cutting_board	(6,109,53,65)	19	58.jpg
58	oil_bottle	(0,149,33,42)	24	58.jpg
58	shell_egg	(74,231,23,22)	7	58.jpg
58	saltshaker	(28,161,36,53)	26	58.jpg
58	spoon	(37,171,16,39)	27	58.jpg
59	ham	(65,178,34,32)	12	59.jpg
59	bowl	(52,127,44,37)	17	59.jpg
59	frying_pan	(99,89,82,101)	14	59.jpg
59	knife	(11,101,44,71)	22	59.jpg
59	cutting_board	(4,108,54,66)	19	59.jpg
59	oil_bottle	(0,148,35,44)	24	59.jpg
59	shell_egg	(74,231,23,22)	7	59.jpg
59	saltshaker	(28,162,35,52)	26	59.jpg
59	spoon	(36,171,16,39)	27	59.jpg
60	ham	(65,178,34,32)	12	60.jpg
60	bowl	(50,126,45,38)	17	60.jpg
60	frying_pan	(99,89,82,100)	14	60.jpg
60	knife	(10,101,44,71)	22	60.jpg
60	cutting_board	(5,109,53,65)	19	60.jpg
60	oil_bottle	(0,148,35,44)	24	60.jpg
60	shell_egg	(74,231,23,22)	7	60.jpg
60	saltshaker	(28,162,35,52)	26	60.jpg
60	spoon	(37,171,15,39)	27	60.jpg
61	ham	(64,178,33,31)	12	61.jpg
61	bowl	(50,126,47,39)	17	61.jpg
61	frying_pan	(99,89,82,101)	14	61.jpg
61	knife	(11,101,44,71)	22	61.jpg
61	cutting_board	(4,108,53,66)	19	61.jpg
61	oil_bottle	(0,149,33,42)	24	61.jpg
61	shell_egg	(74,231,23,22)	7	61.jpg
61	saltshaker	(28,162,35,52)	26	61.jpg
