Frame:	Label:	Points:	Bounding Box ID:	Frame path: data1/boiled-egg/
20	shell_egg	(59,208,20,21)	7	20.jpg
21	pan	(190,78,67,107)	13	21.jpg
21	bowl	(56,113,45,40)	17	21.jpg
21	shell_egg	(59,208,20,21)	7	21.jpg
22	pan	(190,78,67,107)	13	22.jpg
22	bowl	(56,113,45,40)	17	22.jpg
22	shell_egg	(59,208,20,21)	7	22.jpg
23	pan	(190,78,67,107)	13	23.jpg
23	bowl	(56,113,45,40)	17	23.jpg
23	shell_egg	(59,208,20,21)	7	23.jpg
24	pan	(190,78,67,107)	13	24.jpg
24	bowl	(56,113,45,40)	17	24.jpg
24	shell_egg	(59,208,20,21)	7	24.jpg
25	pan	(190,78,67,107)	13	25.jpg
25	bowl	(56,113,45,40)	17	25.jpg
25	shell_egg	(59,208,20,21)	7	25.jpg
26	pan	(190,78,67,107)	13	26.jpg
26	bowl	(56,113,45,40)	17	26.jpg
26	shell_egg	(59,208,20,21)	7	26.jpg
27	pan	(190,78,67,107)	13	27.jpg
27	bowl	(56,113,45,40)	17	27.jpg
27	shell_egg	(59,208,20,21)	7	27.jpg
28	pan	(190,78,67,107)	13	28.jpg
28	bowl	(56,113,45,40)	17	28.jpg
28	shell_egg	(59,208,20,21)	7	28.jpg
29	pan	(190,78,67,107)	13	29.jpg
29	bowl	(56,113,45,40)	17	29.jpg
29	shell_egg	(59,208,20,21)	7	29.jpg
30	pan	(190,78,67,107)	13	30.jpg
30	bowl	(56,113,45,40)	17	30.jpg
30	shell_egg	(59,208,20,21)	7	30.jpg
31	pan	(190,78,67,107)	13	31.jpg
31	bowl	(56,113,45,40)	17	31.jpg
31	shell_egg	(59,208,20,21)	7	31.jpg
32	pan	(190,78,67,107)	13	32.jpg
32	bowl	(56,113,45,40)	17	32.jpg
32	shell_egg	(59,208,20,21)	7	32.jpg
33	pan	(190,78,67,107)	13	33.jpg
33	bowl	(56,113,45,40)	17	33.jpg
33	shell_egg	(59,208,20,21)	7	33.jpg
34	pan	(190,78,67,107)	13	34.jpg
34	bowl	(56,113,45,40)	17	34.jpg
34	shell_egg	(59,208,20,21)	7	34.jpg
35	pan	(190,78,67,107)	13	35.jpg
35	bowl	(56,113,45,40)	17	35.jpg
35	shell_egg	(59,208,20,21)	7	35.jpg
36	pan	(190,78,67,107)	13	36.jpg
36	bowl	(56,113,45,40)	17	36.jpg
36	shell_egg	(59,208,20,21)	7	36.jpg
37	pan	(190,78,67,107)	13	37.jpg
37	bowl	(56,113,45,40)	17	37.jpg
37	shell_egg	(59,208,20,21)	7	37.jpg
38	pan	(190,78,67,107)	13	38.jpg
38	bowl	(56,113,45,40)	17	38.jpg
38	shell_egg	(59,208,20,21)	7	38.jpg
39	pan	(190,78,67,107)	13	39.jpg
39	bowl	(56,113,45,40)	17	39.jpg
39	shell_egg	(59,208,20,21)	7	39.jpg
40	pan	(190,78,67,107)	13	40.jpg
40	bowl	(56,113,45,40)	17	40.jpg
40	shell_egg	(59,208,20,21)	7	40.jpg
41	pan	(190,78,67,107)	13	41.jpg
41	bowl	(56,113,45,40)	17	41.jpg
41	shell_egg	(59,208,20,21)	7	41.jpg
42	pan	(190,78,67,107)	13	42.jpg
42	bowl	(56,113,45,40)	17	42.jpg
42	shell_egg	(59,208,20,21)	7	42.jpg
43	pan	(190,78,67,107)	13	43.jpg
43	bowl	(56,113,45,40)	17	43.jpg
43	shell_egg	(59,208,20,21)	7	43.jpg
44	pan	(190,78,67,107)	13	44.jpg
44	bowl	(56,113,45,40)	17	44.jpg
44	shell_egg	(59,208,20,21)	7	44.jpg
45	pan	(190,78,67,107)	13	45.jpg
45	bowl	(56,113,45,40)	17	45.jpg
45	shell_egg	(59,208,20,21)	7	45.jpg
46	pan	(190,78,67,107)	13	46.jpg
46	bowl	(56,113,45,40)	17	46.jpg
46	shell_egg	(59,208,20,21)	7	46.jpg
47	pan	(190,78,67,107)	13	47.jpg
47	bowl	(56,113,45,40)	17	47.jpg
47	shell_egg	(59,208,20,21)	7	47.jpg
48	pan	(190,78,67,107)	13	48.jpg
48	bowl	(56,113,45,40)	17	48.jpg
48	shell_egg	(59,208,20,21)	7	48.jpg
49	pan	(190,78,67,107)	13	49.jpg
49	bowl	(56,113,45,40)	17	49.jpg
49	shell_egg	(59,208,20,21)	7	49.jpg
50	pan	(190,78,67,107)	13	50.jpg
50	bowl	(56,113,45,40)	17	50.jpg
50	shell_egg	(59,208,20,21)	7	50.jpg
51	pan	(190,78,67,107)	13	51.jpg
51	bowl	(56,113,45,40)	17	51.jpg
51	shell_egg	(59,208,20,21)	7	51.jpg
52	pan	(190,78,67,107)	13	52.jpg
52	bowl	(56,113,45,40)	17	52.jpg
52	shell_egg	(59,208,20,21)	7	52.jpg
53	pan	(190,78,67,107)	13	53.jpg
53	bowl	(56,113,45,40)	17	53.jpg
53	shell_egg	(59,208,20,21)	7	53.jpg
54	pan	(190,78,67,107)	13	54.jpg
54	bowl	(56,113,45,40)	17	54.jpg
54	shell_egg	(59,208,20,21)	7	54.jpg
55	pan	(190,78,67,107)	13	55.jpg
55	bowl	(56,113,45,40)	17	55.jpg
55	shell_egg	(59,208,20,21)	7	55.jpg
56	pan	(190,78,67,107)	13	56.jpg
56	bowl	(56,113,45,40)	17	56.jpg
56	shell_egg	(59,208,20,21)	7	56.jpg
57	pan	(190,78,67,107)	13	57.jpg
57	bowl	(56,113,45,40)	17	57.jpg
57	shell_egg	(59,208,20,21)	7	57.jpg
58	pan	(190,78,67,107)	13	58.jpg
58	bowl	(56,113,45,40)	17	58.jpg
58	shell_egg	(59,208,20,21)	7	58.jpg
59	pan	(190,78,67,107)	13	59.jpg
59	bowl	(56,113,45,40)	17	59.jpg
59	shell_egg	(59,208,20,21)	7	59.jpg
60	pan	(190,78,67,107)	13	60.jpg
60	bowl	(56,113,45,40)	17	60.jpg
60	shell_egg	(59,208,20,21)	7	60.jpg
61	pan	(190,78,67,107)	13	61.jpg
61	bowl	(56,113,45,40)	17	61.jpg
61	shell_egg	(59,208,20,21)	7	61.jpg
62	pan	(190,78,67,107)	13	62.jpg
62	bowl	(56,113,45,40)	17	62.jpg
62	shell_egg	(59,208,20,21)	7	62.jpg
63	pan	(190,78,67,107)	13	63.jpg
63	bowl	(56,113,45,40)	17	63.jpg
63	shell_egg	(59,208,20,21)	7	63.jpg
64	pan	(190,78,67,107)	13	64.jpg
64	bowl	(56,113,45,40)	17	64.jpg
64	shell_egg	(59,208,20,21)	7	64.jpg
65	pan	(190,78,67,107)	13	65.jpg
65	bowl	(56,113,45,40)	17	65.jpg
65	shell_egg	(59,208,20,21)	7	65.jpg
66	pan	(190,78,67,107)	13	66.jpg
66	bowl	(56,113,45,40)	17	66.jpg
66	shell_egg	(59,208,20,21)	7	66.jpg
67	pan	(190,78,67,107)	13	67.jpg
67	bowl	(56,113,45,40)	17	67.jpg
67	shell_egg	(59,208,20,21)	7	67.jpg
68	pan	(190,78,67,107)	13	68.jpg
68	bowl	(56,113,45,40)	17	68.jpg
68	shell_egg	(59,208,20,21)	7	68.jpg
69	pan	(190,78,67,107)	13	69.jpg
69	bowl	(56,113,45,40)	17	69.jpg
69	shell_egg	(59,208,20,21)	7	69.jpg
70	pan	(190,78,67,107)	13	70.jpg
70	bowl	(56,113,45,40)	17	70.jpg
70	shell_egg	(59,208,20,21)	7	70.jpg
71	pan	(190,78,67,107)	13	71.jpg
71	bowl	(56,113,45,40)	17	71.jpg
71	shell_egg	(59,208,20,21)	7	71.jpg
72	pan	(190,78,67,107)	13	72.jpg
72	bowl	(56,113,45,40)	17	72.jpg
72	shell_egg	(59,208,20,21)	7	72.jpg
73	pan	(190,78,67,107)	13	73.jpg
73	bowl	(56,113,45,40)	17	73.jpg
73	shell_egg	(59,208,20,21)	7	73.jpg
74	pan	(190,78,67,107)	13	74.jpg
74	bowl	(56,113,45,40)	17	74.jpg
74	shell_egg	(59,208,20,21)	7	74.jpg
75	pan	(190,78,67,107)	13	75.jpg
75	bowl	(56,113,45,40)	17	75.jpg
75	shell_egg	(59,208,20,21)	7	75.jpg
76	pan	(190,78,67,107)	13	76.jpg
76	bowl	(56,113,45,40)	17	76.jpg
76	shell_egg	(59,208,20,21)	7	76.jpg
77	pan	(190,78,67,107)	13	77.jpg
77	bowl	(56,113,45,40)	17	77.jpg
77	shell_egg	(59,208,20,21)	7	77.jpg
78	pan	(190,78,67,107)	13	78.jpg
78	bowl	(56,113,45,40)	17	78.jpg
78	shell_egg	(59,208,20,21)	7	78.jpg
79	pan	(190,78,67,107)	13	79.jpg
79	bowl	(56,113,45,40)	17	79.jpg
79	shell_egg	(59,208,20,21)	7	79.jpg
80	pan	(190,78,67,107)	13	80.jpg
80	bowl	(56,113,45,40)	17	80.jpg
80	shell_egg	(59,208,20,21)	7	80.jpg
81	pan	(190,78,67,107)	13	81.jpg
81	bowl	(56,113,45,40)	17	81.jpg
81	shell_egg	(59,208,20,21)	7	81.jpg
82	pan	(190,78,67,107)	13	82.jpg
82	bowl	(56,113,45,40)	17	82.jpg
82	shell_egg	(59,208,20,21)	7	82.jpg
83	pan	(190,78,67,107)	13	83.jpg
83	bowl	(56,113,45,40)	17	83.jpg
83	shell_egg	(59,208,20,21)	7	83.jpg
84	pan	(190,78,67,107)	13	84.jpg
84	bowl	(56,113,45,40)	17	84.jpg
84	shell_egg	(59,208,20,21)	7	84.jpg
85	pan	(190,78,67,107)	13	85.jpg
85	bowl	(56,113,45,40)	17	85.jpg
85	shell_egg	(59,208,20,21)	7	85.jpg
86	pan	(190,78,67,107)	13	86.jpg
86	bowl	(56,113,45,40)	17	86.jpg
86	shell_egg	(59,208,20,21)	7	86.jpg
86	person	(0,0,49,114)	1	86.jpg
87	pan	(190,78,67,107)	13	87.jpg
87	bowl	(56,113,45,40)	17	87.jpg
87	shell_egg	(59,208,20,21)	7	87.jpg
87	person	(0,0,49,114)	1	87.jpg
88	pan	(190,78,67,107)	13	88.jpg
88	bowl	(56,113,45,40)	17	88.jpg
88	shell_egg	(59,208,20,21)	7	88.jpg
88	person	(0,0,55,114)	1	88.jpg
89	pan	(190,78,67,107)	13	89.jpg
89	bowl	(56,113,45,40)	17	89.jpg
89	shell_egg	(59,208,20,21)	7	89.jpg
89	person	(0,0,58,114)	1	89.jpg
90	pan	(190,78,67,107)	13	90.jpg
90	bowl	(56,113,45,40)	17	90.jpg
90	shell_egg	(59,208,20,21)	7	90.jpg
90	person	(0,0,60,114)	1	90.jpg
91	pan	(190,78,67,107)	13	91.jpg
91	bowl	(56,113,45,40)	17	91.jpg
91	shell_egg	(59,208,20,21)	7	91.jpg
91	person	(0,0,63,114)	1	91.jpg
92	pan	(190,78,67,107)	13	92.jpg
92	bowl	(56,113,45,40)	17	92.jpg
92	shell_egg	(59,208,20,21)	7	92.jpg
92	person	(0,0,62,114)	1	92.jpg
93	pan	(190,78,67,107)	13	93.jpg
93	bowl	(56,113,45,40)	17	93.jpg
93	shell_egg	(59,208,20,21)	7	93.jpg
93	person	(0,0,60,114)	1	93.jpg
94	pan	(190,78,67,107)	13	94.jpg
94	bowl	(56,113,45,40)	17	94.jpg
94	shell_egg	(59,208,20,21)	7	94.jpg
94	person	(0,0,63,114)	1	94.jpg
95	pan	(190,78,67,107)	13	95.jpg
95	bowl	(56,113,45,40)	17	95.jpg
95	shell_egg	(59,208,20,21)	7	95.jpg
95	person	(0,0,62,114)	1	95.jpg
96	pan	(190,78,67,107)	13	96.jpg
96	bowl	(56,113,45,40)	17	96.jpg
96	shell_egg	(59,208,20,21)	7	96.jpg
96	person	(0,0,61,114)	1	96.jpg
97	pan	(190,78,67,107)	13	97.jpg
97	bowl	(56,113,45,40)	17	97.jpg
97	shell_egg	(59,208,20,21)	7	97.jpg
97	person	(0,0,64,114)	1	97.jpg
98	pan	(190,78,67,107)	13	98.jpg
98	bowl	(56,113,45,40)	17	98.jpg
98	shell_egg	(59,208,20,21)	7	98.jpg
98	person	(0,0,67,114)	1	98.jpg
99	pan	(190,78,67,107)	13	99.jpg
99	bowl	(56,113,45,40)	17	99.jpg
99	shell_egg	(59,208,20,21)	7	99.jpg
99	person	(0,0,81,114)	1	99.jpg
100	pan	(190,78,67,107)	13	100.jpg
100	bowl	(56,113,45,40)	17	100.jpg
100	shell_egg	(59,208,20,21)	7	100.jpg
100	person	(0,0,88,114)	1	100.jpg
101	pan	(190,78,67,107)	13	101.jpg
101	bowl	(56,113,45,40)	17	101.jpg
101	shell_egg	(59,208,20,21)	7	101.jpg
101	person	(0,0,104,114)	1	101.jpg
102	pan	(190,78,67,107)	13	102.jpg
102	bowl	(56,113,45,40)	17	102.jpg
102	shell_egg	(59,208,20,21)	7	102.jpg
102	person	(0,0,111,114)	1	102.jpg
103	pan	(190,78,67,107)	13	103.jpg
103	bowl	(56,113,45,40)	17	103.jpg
103	shell_egg	(59,208,20,21)	7	103.jpg
103	person	(0,0,118,114)	1	103.jpg
104	pan	(190,78,67,107)	13	104.jpg
104	bowl	(56,113,45,40)	17	104.jpg
104	shell_egg	(59,208,20,21)	7	104.jpg
104	person	(0,0,124,114)	1	104.jpg
105	pan	(190,78,67,107)	13	105.jpg
105	bowl	(56,113,45,40)	17	105.jpg
105	shell_egg	(59,208,20,21)	7	105.jpg
105	person	(6,0,124,114)	1	105.jpg
106	pan	(190,78,67,107)	13	106.jpg
106	bowl	(56,113,45,40)	17	106.jpg
106	shell_egg	(59,208,20,21)	7	106.jpg
106	person	(6,0,120,114)	1	106.jpg
107	pan	(190,78,67,107)	13	107.jpg
107	bowl	(56,113,45,40)	17	107.jpg
107	shell_egg	(59,208,20,21)	7	107.jpg
107	person	(7,0,117,114)	1	107.jpg
108	pan	(190,78,67,107)	13	108.jpg
108	bowl	(56,113,45,40)	17	108.jpg
108	shell_egg	(59,208,20,21)	7	108.jpg
108	person	(14,0,103,114)	1	108.jpg
109	pan	(190,78,67,107)	13	109.jpg
109	bowl	(56,113,45,40)	17	109.jpg
109	shell_egg	(59,208,20,21)	7	109.jpg
109	person	(20,0,103,114)	1	109.jpg
110	pan	(190,78,67,107)	13	110.jpg
110	bowl	(56,113,45,40)	17	110.jpg
110	shell_egg	(59,208,20,21)	7	110.jpg
110	person	(25,0,99,114)	1	110.jpg
111	pan	(190,78,67,107)	13	111.jpg
111	bowl	(56,113,45,40)	17	111.jpg
111	shell_egg	(59,208,20,21)	7	111.jpg
111	person	(26,0,98,114)	1	111.jpg
112	pan	(190,78,67,107)	13	112.jpg
112	bowl	(56,113,45,40)	17	112.jpg
112	shell_egg	(59,208,20,21)	7	112.jpg
112	person	(30,0,92,114)	1	112.jpg
113	pan	(190,78,67,107)	13	113.jpg
113	bowl	(56,113,45,40)	17	113.jpg
113	shell_egg	(59,208,20,21)	7	113.jpg
113	person	(31,0,93,114)	1	113.jpg
114	pan	(190,78,67,107)	13	114.jpg
114	bowl	(56,113,45,40)	17	114.jpg
114	shell_egg	(59,208,20,21)	7	114.jpg
114	person	(31,0,95,114)	1	114.jpg
115	pan	(190,78,67,107)	13	115.jpg
115	bowl	(56,113,45,40)	17	115.jpg
115	shell_egg	(59,208,20,21)	7	115.jpg
115	person	(35,0,92,114)	1	115.jpg
116	pan	(190,78,67,107)	13	116.jpg
116	bowl	(56,113,45,40)	17	116.jpg
116	shell_egg	(59,208,20,21)	7	116.jpg
116	person	(42,0,95,114)	1	116.jpg
117	pan	(190,78,67,107)	13	117.jpg
117	bowl	(56,113,45,40)	17	117.jpg
117	shell_egg	(59,208,20,21)	7	117.jpg
117	person	(41,0,98,114)	1	117.jpg
118	pan	(190,78,67,107)	13	118.jpg
118	bowl	(56,113,45,40)	17	118.jpg
118	shell_egg	(59,208,20,21)	7	118.jpg
118	person	(40,0,115,114)	1	118.jpg
119	pan	(190,78,67,107)	13	119.jpg
119	bowl	(56,113,45,40)	17	119.jpg
119	shell_egg	(59,208,20,21)	7	119.jpg
119	person	(43,0,112,114)	1	119.jpg
120	pan	(190,78,67,107)	13	120.jpg
120	bowl	(56,113,45,40)	17	120.jpg
120	shell_egg	(59,208,20,21)	7	120.jpg
120	person	(43,0,115,114)	1	120.jpg
121	pan	(190,78,67,107)	13	121.jpg
121	bowl	(56,113,45,40)	17	121.jpg
121	shell_egg	(59,208,20,21)	7	121.jpg
121	person	(44,0,118,114)	1	121.jpg
122	pan	(190,78,67,107)	13	122.jpg
122	bowl	(56,113,45,40)	17	122.jpg
122	shell_egg	(59,208,20,21)	7	122.jpg
122	person	(48,0,118,114)	1	122.jpg
123	pan	(190,78,67,107)	13	123.jpg
123	bowl	(56,113,45,40)	17	123.jpg
123	shell_egg	(59,208,20,21)	7	123.jpg
123	person	(53,0,117,114)	1	123.jpg
124	pan	(190,78,67,107)	13	124.jpg
124	bowl	(56,113,45,40)	17	124.jpg
124	shell_egg	(59,208,20,21)	7	124.jpg
124	person	(53,0,119,114)	1	124.jpg
125	pan	(190,78,67,107)	13	125.jpg
125	bowl	(56,113,45,40)	17	125.jpg
125	shell_egg	(59,208,20,21)	7	125.jpg
125	person	(55,0,120,114)	1	125.jpg
126	pan	(190,78,67,107)	13	126.jpg
126	bowl	(56,113,45,40)	17	126.jpg
126	shell_egg	(59,208,20,21)	7	126.jpg
126	person	(55,0,123,114)	1	126.jpg
127	pan	(190,78,67,107)	13	127.jpg
127	bowl	(56,113,45,40)	17	127.jpg
127	shell_egg	(59,208,20,21)	7	127.jpg
127	person	(57,0,125,114)	1	127.jpg
128	pan	(190,78,67,107)	13	128.jpg
128	bowl	(56,113,45,40)	17	128.jpg
128	shell_egg	(59,208,20,21)	7	128.jpg
128	person	(60,0,123,114)	1	128.jpg
129	pan	(190,78,67,107)	13	129.jpg
129	bowl	(56,113,45,40)	17	129.jpg
129	shell_egg	(59,208,20,21)	7	129.jpg
129	person	(62,0,125,114)	1	129.jpg
130	pan	(190,78,67,107)	13	130.jpg
130	bowl	(56,113,45,40)	17	130.jpg
130	shell_egg	(59,208,20,21)	7	130.jpg
130	person	(63,0,131,114)	1	130.jpg
131	pan	(190,78,67,107)	13	131.jpg
131	bowl	(56,113,45,40)	17	131.jpg
131	shell_egg	(59,208,20,21)	7	131.jpg
131	person	(65,0,137,114)	1	131.jpg
132	pan	(190,78,67,107)	13	132.jpg
132	bowl	(56,113,45,40)	17	132.jpg
132	shell_egg	(59,208,20,21)	7	132.jpg
132	person	(66,0,140,114)	1	132.jpg
133	pan	(190,78,67,107)	13	133.jpg
133	bowl	(56,113,45,40)	17	133.jpg
133	shell_egg	(59,208,20,21)	7	133.jpg
133	person	(68,0,144,114)	1	133.jpg
134	pan	(190,78,67,107)	13	134.jpg
134	bowl	(56,113,45,40)	17	134.jpg
134	shell_egg	(59,208,20,21)	7	134.jpg
134	person	(70,0,149,114)	1	134.jpg
135	pan	(190,78,67,107)	13	135.jpg
135	bowl	(56,113,45,40)	17	135.jpg
135	shell_egg	(59,208,20,21)	7	135.jpg
135	person	(72,0,152,114)	1	135.jpg
136	pan	(190,78,67,107)	13	136.jpg
136	bowl	(56,113,45,40)	17	136.jpg
136	shell_egg	(59,208,20,21)	7	136.jpg
136	person	(74,0,154,114)	1	136.jpg
137	pan	(190,78,67,107)	13	137.jpg
137	bowl	(56,113,45,40)	17	137.jpg
137	shell_egg	(59,208,20,21)	7	137.jpg
137	person	(76,0,154,114)	1	137.jpg
138	pan	(190,78,67,107)	13	138.jpg
138	bowl	(56,113,45,40)	17	138.jpg
138	shell_egg	(59,208,20,21)	7	138.jpg
138	person	(78,0,154,114)	1	138.jpg
139	pan	(190,78,67,107)	13	139.jpg
139	bowl	(56,113,45,40)	17	139.jpg
139	shell_egg	(59,208,20,21)	7	139.jpg
139	person	(80,0,154,114)	1	139.jpg
140	pan	(190,78,67,107)	13	140.jpg
140	bowl	(56,113,45,40)	17	140.jpg
140	shell_egg	(59,208,20,21)	7	140.jpg
140	person	(81,0,151,114)	1	140.jpg
141	pan	(190,78,67,107)	13	141.jpg
141	bowl	(56,113,45,40)	17	141.jpg
141	shell_egg	(59,208,20,21)	7	141.jpg
141	person	(85,0,146,114)	1	141.jpg
142	pan	(190,78,67,107)	13	142.jpg
142	bowl	(56,113,45,40)	17	142.jpg
142	shell_egg	(59,208,20,21)	7	142.jpg
142	person	(88,0,142,114)	1	142.jpg
143	pan	(190,78,67,107)	13	143.jpg
143	bowl	(56,113,45,40)	17	143.jpg
143	shell_egg	(59,208,20,21)	7	143.jpg
143	person	(85,0,146,114)	1	143.jpg
144	pan	(190,78,67,107)	13	144.jpg
144	bowl	(56,113,45,40)	17	144.jpg
144	shell_egg	(59,208,20,21)	7	144.jpg
144	person	(93,0,138,114)	1	144.jpg
145	pan	(190,78,67,107)	13	145.jpg
145	bowl	(56,113,45,40)	17	145.jpg
145	shell_egg	(59,208,20,21)	7	145.jpg
145	person	(88,0,145,114)	1	145.jpg
146	pan	(190,78,67,107)	13	146.jpg
146	bowl	(56,113,45,40)	17	146.jpg
146	shell_egg	(59,208,20,21)	7	146.jpg
146	person	(94,0,138,114)	1	146.jpg
147	pan	(190,78,67,107)	13	147.jpg
147	bowl	(56,113,45,40)	17	147.jpg
147	shell_egg	(59,208,20,21)	7	147.jpg
147	person	(90,0,143,114)	1	147.jpg
148	pan	(190,78,67,107)	13	148.jpg
148	bowl	(56,113,45,40)	17	148.jpg
148	shell_egg	(59,208,20,21)	7	148.jpg
148	person	(90,0,143,114)	1	148.jpg
149	pan	(190,78,67,107)	13	149.jpg
149	bowl	(56,113,45,40)	17	149.jpg
149	shell_egg	(59,208,20,21)	7	149.jpg
149	person	(92,0,142,114)	1	149.jpg
150	pan	(190,78,67,107)	13	150.jpg
150	bowl	(56,113,45,40)	17	150.jpg
150	shell_egg	(59,208,20,21)	7	150.jpg
150	person	(92,0,146,114)	1	150.jpg
151	pan	(190,78,67,107)	13	151.jpg
151	bowl	(56,113,45,40)	17	151.jpg
151	shell_egg	(59,208,20,21)	7	151.jpg
151	person	(92,0,146,114)	1	151.jpg
152	pan	(190,78,67,107)	13	152.jpg
152	bowl	(56,113,45,40)	17	152.jpg
152	shell_egg	(59,208,20,21)	7	152.jpg
152	person	(93,0,146,114)	1	152.jpg
153	pan	(190,78,67,107)	13	153.jpg
153	bowl	(56,113,45,40)	17	153.jpg
153	shell_egg	(59,208,20,21)	7	153.jpg
153	person	(94,0,145,114)	1	153.jpg
154	pan	(190,78,67,107)	13	154.jpg
154	bowl	(56,113,45,40)	17	154.jpg
154	shell_egg	(59,208,20,21)	7	154.jpg
154	person	(96,0,146,114)	1	154.jpg
155	pan	(190,78,67,107)	13	155.jpg
155	bowl	(56,113,45,40)	17	155.jpg
155	shell_egg	(59,208,20,21)	7	155.jpg
155	person	(96,0,147,114)	1	155.jpg
156	pan	(190,78,67,107)	13	156.jpg
156	bowl	(56,113,45,40)	17	156.jpg
156	shell_egg	(59,208,20,21)	7	156.jpg
156	person	(98,0,149,114)	1	156.jpg
157	pan	(190,78,67,107)	13	157.jpg
157	bowl	(56,113,45,40)	17	157.jpg
157	shell_egg	(59,208,20,21)	7	157.jpg
157	person	(98,0,150,114)	1	157.jpg
158	pan	(190,78,67,107)	13	158.jpg
158	bowl	(56,113,45,40)	17	158.jpg
158	shell_egg	(59,208,20,21)	7	158.jpg
158	person	(97,0,152,114)	1	158.jpg
159	pan	(190,78,67,107)	13	159.jpg
159	bowl	(56,113,45,40)	17	159.jpg
159	shell_egg	(59,208,20,21)	7	159.jpg
159	person	(97,0,152,114)	1	159.jpg
160	pan	(190,78,67,107)	13	160.jpg
160	bowl	(56,113,45,40)	17	160.jpg
160	shell_egg	(59,208,20,21)	7	160.jpg
160	person	(100,0,148,114)	1	160.jpg
161	pan	(190,78,67,107)	13	161.jpg
161	bowl	(56,113,45,40)	17	161.jpg
161	shell_egg	(59,208,20,21)	7	161.jpg
161	person	(102,0,144,114)	1	161.jpg
162	pan	(190,78,67,107)	13	162.jpg
162	bowl	(56,113,45,40)	17	162.jpg
162	shell_egg	(59,208,20,21)	7	162.jpg
162	person	(98,0,149,114)	1	162.jpg
163	pan	(190,78,67,107)	13	163.jpg
163	bowl	(56,113,45,40)	17	163.jpg
163	shell_egg	(59,208,20,21)	7	163.jpg
163	person	(103,0,143,114)	1	163.jpg
164	pan	(190,78,67,107)	13	164.jpg
164	bowl	(56,113,45,40)	17	164.jpg
164	shell_egg	(59,208,20,21)	7	164.jpg
164	person	(104,0,139,114)	1	164.jpg
165	pan	(190,78,67,107)	13	165.jpg
165	bowl	(56,113,45,40)	17	165.jpg
165	shell_egg	(59,208,20,21)	7	165.jpg
165	person	(102,0,140,114)	1	165.jpg
166	pan	(190,76,67,103)	13	166.jpg
