Frame:	Label:	Frame path:
212	None	None	None
213	None	None	None
214	None	None	None
215	None	None	None
216	None	None	None
217	None	None	None
218	None	None	None
219	None	None	None
220	None	None	None
221	None	None	None
222	None	None	None
223	None	None	None
224	None	None	None
225	None	None	None
226	None	None	None
227	None	None	None
228	None	None	None
229	None	None	None
230	None	None	None
231	None	None	None
232	None	None	None
233	None	None	None
234	None	None	None
235	None	None	None
236	None	None	None
237	None	None	None
238	None	None	None
239	None	None	None
240	None	None	None
241	None	None	None
242	None	None	None
243	None	None	None
244	None	None	None
245	None	None	None
246	None	None	None
247	None	None	None
248	None	None	None
249	None	None	None
250	None	None	None
251	None	None	None
252	None	None	None
253	None	None	None
254	None	None	None
255	None	None	None
256	None	None	None
257	None	None	None
258	None	None	None
259	None	None	None
260	None	None	None
261	None	None	None
262	None	None	None
263	None	None	None
264	None	None	None
265	None	None	None
266	None	None	None
267	None	None	None
268	None	None	None
269	None	None	None
270	None	None	None
271	None	None	None
272	None	None	None
273	None	None	None
274	None	None	None
275	None	None	None
276	None	None	None
277	None	None	None
278	None	None	None
279	None	None	None
280	None	None	None
281	None	None	None
282	None	None	None
283	None	None	None
284	None	None	None
285	None	None	None
286	None	None	None
287	None	None	None
288	None	None	None
289	None	None	None
290	None	None	None
291	None	None	None
292	None	None	None
293	None	None	None
294	None	None	None
295	None	None	None
296	None	None	None
297	None	None	None
298	None	None	None
299	None	None	None
300	None	None	None
301	None	None	None
302	None	None	None
303	None	None	None
304	None	None	None
305	None	None	None
306	None	None	None
307	None	None	None
308	None	None	None
309	None	None	None
310	None	None	None
311	None	None	None
312	None	None	None
313	None	None	None
314	None	None	None
315	None	None	None
316	None	None	None
317	None	None	None
318	None	None	None
319	None	None	None
320	None	None	None
321	None	None	None
322	None	None	None
323	None	None	None
324	None	None	None
325	None	None	None
326	None	None	None
327	None	None	None
328	None	None	None
329	None	None	None
330	None	None	None
331	None	None	None
332	None	None	None
333	None	None	None
334	None	None	None
335	None	None	None
336	None	None	None
337	None	None	None
338	None	None	None
339	None	None	None
340	None	None	None
341	None	None	None
342	None	None	None
343	None	None	None
344	None	None	None
345	None	None	None
346	None	None	None
347	None	None	None
348	None	None	None
349	None	None	None
350	None	None	None
351	None	None	None
352	None	None	None
353	None	None	None
354	None	None	None
355	None	None	None
356	None	None	None
357	None	None	None
358	None	None	None
359	None	None	None
360	None	None	None
361	None	None	None
362	None	None	None
363	None	None	None
364	None	None	None
365	None	None	None
366	None	None	None
367	None	None	None
368	None	None	None
369	None	None	None
370	None	None	None
371	None	None	None
372	None	None	None
373	None	None	None
374	None	None	None
375	None	None	None
376	None	None	None
377	None	None	None
378	None	None	None
379	None	None	None
380	None	None	None
381	None	None	None
382	None	None	None
383	None	None	None
384	None	None	None
385	None	None	None
386	None	None	None
387	None	None	None
388	None	None	None
389	None	None	None
390	None	None	None
391	None	None	None
392	None	None	None
393	None	None	None
394	None	None	None
395	None	None	None
396	None	None	None
397	None	None	None
398	None	None	None
399	None	None	None
400	None	None	None
401	None	None	None
402	None	None	None
403	None	None	None
404	None	None	None
405	None	None	None
406	None	None	None
407	None	None	None
408	None	None	None
409	None	None	None
410	None	None	None
411	None	None	None
412	None	None	None
413	None	None	None
414	None	None	None
415	None	None	None
416	None	None	None
417	None	None	None
418	None	None	None
419	None	None	None
420	None	None	None
421	None	None	None
422	None	None	None
423	None	None	None
424	None	None	None
425	None	None	None
426	None	None	None
427	None	None	None
428	None	None	None
429	None	None	None
430	None	None	None
431	None	None	None
432	None	None	None
433	None	None	None
434	None	None	None
435	None	None	None
436	None	None	None
437	None	None	None
438	None	None	None
439	None	None	None
440	None	None	None
441	None	None	None
442	None	None	None
443	None	None	None
444	None	None	None
445	None	None	None
446	None	None	None
447	None	None	None
448	None	None	None
449	None	None	None
450	None	None	None
451	None	None	None
452	None	None	None
453	None	None	None
454	None	None	None
455	None	None	None
456	None	None	None
457	None	None	None
458	None	None	None
459	None	None	None
460	None	None	None
461	None	None	None
462	None	None	None
463	None	None	None
464	None	None	None
465	None	None	None
466	None	None	None
467	None	None	None
468	None	None	None
469	None	None	None
470	None	None	None
471	None	None	None
472	None	None	None
473	None	None	None
474	None	None	None
475	None	None	None
476	None	None	None
477	None	None	None
478	None	None	None
479	None	None	None
480	None	None	None
481	None	None	None
482	None	None	None
483	None	None	None
484	None	None	None
485	None	None	None
486	None	None	None
487	None	None	None
488	None	None	None
489	None	None	None
490	None	None	None
491	None	None	None
492	None	None	None
493	None	None	None
494	None	None	None
495	None	None	None
496	None	None	None
497	None	None	None
498	None	None	None
499	None	None	None
500	None	None	None
501	None	None	None
502	None	None	None
503	None	None	None
504	None	None	None
505	None	None	None
506	None	None	None
507	None	None	None
508	None	None	None
509	None	None	None
510	None	None	None
511	None	None	None
512	None	None	None
513	None	None	None
514	None	None	None
515	None	None	None
516	None	None	None
517	None	None	None
518	None	None	None
519	None	None	None
520	None	None	None
521	None	None	None
522	None	None	None
523	None	None	None
524	None	None	None
525	None	None	None
526	None	None	None
527	None	None	None
528	None	None	None
529	None	None	None
530	None	None	None
531	None	None	None
532	None	None	None
533	None	None	None
534	None	None	None
535	person	hold	pan
536	person	hold	pan
537	person	hold	pan
538	person	hold	pan
539	person	hold	pan
540	person	hold	pan
541	person	hold	pan
542	person	hold	pan
543	person	hold	pan
544	person	hold	pan
545	person	hold	pan
546	person	hold	pan
547	person	hold	pan
548	person	hold	pan
549	person	hold	pan
550	person	hold	pan
551	person	hold	pan
552	person	hold	pan
553	person	hold	pan
554	person	hold	pan
555	person	hold	pan
556	person	hold	pan
557	person	hold	pan
558	person	hold	pan
559	person	hold	pan
560	person	hold	pan
561	person	hold	pan
562	person	hold	pan
563	person	hold	pan
564	person	hold	pan
565	person	hold	pan
566	person	hold	pan
567	person	hold	pan
568	person	hold	pan
569	person	hold	pan
570	person	hold	pan
571	person	hold	pan
572	person	hold	pan
573	person	hold	pan
574	person	hold	pan
575	person	hold	pan
576	person	hold	pan
577	person	hold	pan
578	person	hold	pan
579	person	hold	pan
580	person	hold	pan
581	person	hold	pan
582	person	hold	pan
583	person	hold	pan
584	person	hold	pan
585	person	hold	pan
586	person	hold	pan
587	person	hold	pan
588	person	hold	pan
589	person	hold	pan
590	person	hold	pan
591	person	hold	pan
592	person	hold	pan
593	person	hold	pan
594	person	hold	pan
595	person	hold	pan
596	person	hold	pan
597	person	hold	pan
598	person	hold	pan
599	person	hold	pan
600	person	hold	pan
601	person	hold	pan
602	person	hold	pan
603	person	hold	pan
604	person	hold	pan
605	person	hold	pan
606	person	hold	pan
607	person	hold	pan
608	person	hold	pan
609	person	hold	pan
610	person	hold	pan
611	person	hold	pan
612	person	hold	pan
613	person	hold	pan
614	person	hold	pan
615	person	hold	pan
616	person	hold	pan
617	person	hold	pan
618	person	hold	pan
619	person	hold	pan
620	person	hold	pan
621	person	hold	pan
622	person	hold	pan
623	person	hold	pan
624	person	hold	pan
625	person	hold	pan
626	person	hold	pan
627	person	hold	pan
628	person	hold	pan
629	person	hold	pan
630	person	hold	pan
631	person	hold	pan
632	person	hold	pan
633	person	hold	pan
634	person	hold	pan
635	None	None	None
636	None	None	None
637	None	None	None
638	None	None	None
639	None	None	None
640	None	None	None
641	None	None	None
642	None	None	None
643	None	None	None
644	None	None	None
645	None	None	None
646	None	None	None
647	None	None	None
648	None	None	None
649	None	None	None
650	None	None	None
651	None	None	None
652	None	None	None
653	None	None	None
654	None	None	None
655	None	None	None
656	None	None	None
657	None	None	None
658	None	None	None
659	None	None	None
660	None	None	None
661	None	None	None
662	None	None	None
663	None	None	None
664	None	None	None
665	None	None	None
666	None	None	None
667	None	None	None
668	None	None	None
669	person	hold	egg
670	person	hold	egg
671	person	hold	egg
672	person	hold	egg
673	person	hold	egg
674	person	hold	egg
675	person	hold	egg
676	person	hold	egg
677	person	hold	egg
678	person	hold	egg
679	person	hold	egg
680	person	hold	egg
681	person	hold	egg
682	person	hold	egg
683	person	hold	egg
684	person	hold	egg
685	person	hold	egg
686	person	hold	egg
687	person	hold	egg
688	person	hold	egg
689	person	hold	egg
690	person	hold	egg
691	person	hold	egg
692	person	hold	egg
693	person	hold	egg
694	person	hold	egg
695	person	hold	egg
696	person	hold	egg
697	person	hold	egg
698	person	hold	egg
699	person	hold	egg
700	person	hold	egg
701	person	hold	egg
702	person	hold	egg
703	person	hold	egg
704	person	hold	egg
705	person	hold	egg
706	person	hold	egg
707	person	hold	egg
708	person	hold	egg
709	person	hold	egg
710	person	hold	egg
711	person	hold	egg
712	person	hold	egg
713	person	hold	egg
714	person	hold	egg
715	person	hold	egg
716	person	hold	egg
717	person	hold	egg
718	person	hold	egg
719	person	hold	egg
720	person	hold	egg
721	person	hold	egg
722	person	hold	egg
723	person	hold	egg
724	person	hold	egg
725	person	hold	egg
726	person	hold	egg
727	person	hold	egg
728	person	hold	egg
729	person	hold	egg
730	person	hold	egg
731	person	hold	egg
732	person	hold	egg
733	person	hold	egg
734	person	hold	egg
735	person	hold	egg
736	person	hold	egg
737	person	hold	egg
738	person	hold	egg
739	person	hold	egg
740	person	hold	egg
741	person	hold	egg
742	person	hold	egg
743	person	hold	egg
744	person	hold	egg
745	person	hold	egg
746	person	hold	egg
747	person	hold	egg
748	person	hold	egg
749	person	hold	egg
750	person	hold	egg
751	person	hold	egg
752	person	hold	egg
753	person	hold	egg
754	person	hold	egg
755	person	hold	egg
756	person	hold	egg
757	person	hold	egg
758	person	hold	egg
759	egg	in	pan
760	egg	in	pan
761	egg	in	pan
762	egg	in	pan
763	egg	in	pan
764	egg	in	pan
765	egg	in	pan
766	egg	in	pan
767	egg	in	pan
768	egg	in	pan
769	egg	in	pan
770	egg	in	pan
771	egg	in	pan
772	egg	in	pan
773	egg	in	pan
774	egg	in	pan
775	egg	in	pan
776	egg	in	pan
777	egg	in	pan
778	egg	in	pan
779	egg	in	pan
780	egg	in	pan
781	egg	in	pan
782	egg	in	pan
783	egg	in	pan
784	egg	in	pan
785	egg	in	pan
786	egg	in	pan
787	egg	in	pan
788	egg	in	pan
789	egg	in	pan
790	egg	in	pan
791	egg	in	pan
792	egg	in	pan
793	egg	in	pan
794	egg	in	pan
795	egg	in	pan
796	egg	in	pan
797	egg	in	pan
798	egg	in	pan
799	egg	in	pan
800	egg	in	pan
801	egg	in	pan
802	egg	in	pan
803	egg	in	pan
804	egg	in	pan
805	egg	in	pan
806	egg	in	pan
807	egg	in	pan
808	egg	in	pan
809	egg	in	pan
810	egg	in	pan
811	egg	in	pan
812	egg	in	pan
813	egg	in	pan
814	egg	in	pan
815	egg	in	pan
816	egg	in	pan
817	egg	in	pan
818	egg	in	pan
819	egg	in	pan
820	egg	in	pan
821	egg	in	pan
822	egg	in	pan
823	egg	in	pan
824	egg	in	pan
825	egg	in	pan
826	egg	in	pan
827	egg	in	pan
828	egg	in	pan
829	egg	in	pan
830	egg	in	pan
831	egg	in	pan
832	egg	in	pan
833	egg	in	pan
834	egg	in	pan
835	egg	in	pan
836	egg	in	pan
837	egg	in	pan
838	egg	in	pan
839	egg	in	pan
840	egg	in	pan
841	egg	in	pan
842	egg	in	pan
843	egg	in	pan
844	egg	in	pan
845	egg	in	pan
846	egg	in	pan
847	egg	in	pan
848	egg	in	pan
849	egg	in	pan
850	egg	in	pan
851	egg	in	pan
852	egg	in	pan
853	egg	in	pan
854	egg	in	pan
855	egg	in	pan
856	egg	in	pan
857	egg	in	pan
858	egg	in	pan
859	egg	in	pan
860	egg	in	pan
861	egg	in	pan
862	egg	in	pan
863	egg	in	pan
864	egg	in	pan
865	egg	in	pan
866	egg	in	pan
867	egg	in	pan
868	egg	in	pan
869	egg	in	pan
870	egg	in	pan
871	egg	in	pan
872	egg	in	pan
873	egg	in	pan
874	egg	in	pan
875	egg	in	pan
876	egg	in	pan
877	egg	in	pan
878	egg	in	pan
879	egg	in	pan
880	egg	in	pan
881	egg	in	pan
882	egg	in	pan
883	egg	in	pan
884	egg	in	pan
885	egg	in	pan
886	egg	in	pan
887	egg	in	pan
888	egg	in	pan
889	egg	in	pan
890	egg	in	pan
891	egg	in	pan
892	egg	in	pan
893	egg	in	pan
894	egg	in	pan
895	egg	in	pan
896	egg	in	pan
897	egg	in	pan
898	egg	in	pan
899	egg	in	pan
900	egg	in	pan
901	egg	in	pan
902	egg	in	pan
903	egg	in	pan
904	egg	in	pan
905	egg	in	pan
906	egg	in	pan
907	egg	in	pan
908	egg	in	pan
909	egg	in	pan
910	egg	in	pan
911	egg	in	pan
912	egg	in	pan
913	egg	in	pan
914	egg	in	pan
915	egg	in	pan
916	egg	in	pan
917	egg	in	pan
918	egg	in	pan
919	egg	in	pan
920	egg	in	pan
921	egg	in	pan
922	egg	in	pan
923	egg	in	pan
924	egg	in	pan
925	egg	in	pan
926	egg	in	pan
927	egg	in	pan
928	egg	in	pan
929	egg	in	pan
930	egg	in	pan
931	egg	in	pan
932	egg	in	pan
933	egg	in	pan
934	egg	in	pan
935	egg	in	pan
936	egg	in	pan
937	egg	in	pan
938	egg	in	pan
939	egg	in	pan
940	egg	in	pan
941	egg	in	pan
942	egg	in	pan
943	egg	in	pan
944	egg	in	pan
945	egg	in	pan
946	egg	in	pan
947	egg	in	pan
948	egg	in	pan
949	egg	in	pan
950	egg	in	pan
951	egg	in	pan
952	egg	in	pan
953	egg	in	pan
954	egg	in	pan
955	egg	in	pan
956	egg	in	pan
957	egg	in	pan
958	egg	in	pan
959	egg	in	pan
960	egg	in	pan
961	egg	in	pan
962	egg	in	pan
963	egg	in	pan
964	egg	in	pan
965	egg	in	pan
966	egg	in	pan
967	egg	in	pan
968	egg	in	pan
969	egg	in	pan
970	egg	in	pan
971	egg	in	pan
972	egg	in	pan
973	egg	in	pan
974	egg	in	pan
975	egg	in	pan
976	egg	in	pan
977	egg	in	pan
978	egg	in	pan
979	egg	in	pan
980	egg	in	pan
981	egg	in	pan
982	egg	in	pan
983	egg	in	pan
984	egg	in	pan
985	egg	in	pan
986	egg	in	pan
987	egg	in	pan
988	egg	in	pan
989	egg	in	pan
990	egg	in	pan
991	egg	in	pan
992	egg	in	pan
993	egg	in	pan
994	egg	in	pan
995	egg	in	pan
996	egg	in	pan
997	egg	in	pan
998	egg	in	pan
999	egg	in	pan
1000	egg	in	pan
1001	egg	in	pan
1002	egg	in	pan
1003	egg	in	pan
1004	egg	in	pan
1005	egg	in	pan
1006	egg	in	pan
1007	egg	in	pan
1008	egg	in	pan
1009	egg	in	pan
1010	egg	in	pan
1011	egg	in	pan
1012	egg	in	pan
1013	egg	in	pan
1014	egg	in	pan
1015	egg	in	pan
1016	egg	in	pan
1017	egg	in	pan
1018	egg	in	pan
1019	egg	in	pan
1020	egg	in	pan
1021	egg	in	pan
1022	egg	in	pan
1023	egg	in	pan
1024	egg	in	pan
1025	egg	in	pan
1026	egg	in	pan
1027	egg	in	pan
1028	egg	in	pan
1029	egg	in	pan
1030	egg	in	pan
1031	egg	in	pan
1032	egg	in	pan
1033	egg	in	pan
1034	egg	in	pan
1035	egg	in	pan
1036	egg	in	pan
1037	egg	in	pan
1038	egg	in	pan
1039	egg	in	pan
1040	egg	in	pan
1041	egg	in	pan
1042	egg	in	pan
1043	egg	in	pan
1044	egg	in	pan
1045	egg	in	pan
1046	egg	in	pan
1047	egg	in	pan
1048	egg	in	pan
1049	egg	in	pan
1050	egg	in	pan
1051	egg	in	pan
1052	egg	in	pan
1053	egg	in	pan
1054	egg	in	pan
1055	egg	in	pan
1056	egg	in	pan
1057	egg	in	pan
1058	egg	in	pan
1059	egg	in	pan
1060	egg	in	pan
1061	egg	in	pan
1062	egg	in	pan
1063	egg	in	pan
1064	egg	in	pan
1065	egg	in	pan
1066	egg	in	pan
1067	egg	in	pan
1068	egg	in	pan
1069	egg	in	pan
1070	egg	in	pan
1071	egg	in	pan
1072	egg	in	pan
1073	egg	in	pan
1074	egg	in	pan
1075	egg	in	pan
1076	egg	in	pan
1077	egg	in	pan
1078	egg	in	pan
1079	egg	in	pan
1080	egg	in	pan
1081	egg	in	pan
1082	egg	in	pan
1083	egg	in	pan
1084	egg	in	pan
1085	egg	in	pan
1086	egg	in	pan
1087	egg	in	pan
1088	egg	in	pan
1089	egg	in	pan
1090	egg	in	pan
1091	egg	in	pan
1092	egg	in	pan
1093	egg	in	pan
1094	egg	in	pan
1095	egg	in	pan
1096	egg	in	pan
1097	egg	in	pan
1098	egg	in	pan
1099	egg	in	pan
1100	egg	in	pan
1101	egg	in	pan
1102	egg	in	pan
1103	egg	in	pan
1104	egg	in	pan
1105	egg	in	pan
1106	egg	in	pan
1107	egg	in	pan
1108	egg	in	pan
1109	egg	in	pan
1110	egg	in	pan
1111	egg	in	pan
1112	egg	in	pan
1113	egg	in	pan
1114	egg	in	pan
1115	egg	in	pan
1116	egg	in	pan
1117	egg	in	pan
1118	egg	in	pan
1119	egg	in	pan
1120	egg	in	pan
1121	egg	in	pan
1122	egg	in	pan
1123	egg	in	pan
1124	egg	in	pan
1125	egg	in	pan
1126	egg	in	pan
1127	egg	in	pan
1128	egg	in	pan
1129	egg	in	pan
1130	egg	in	pan
1131	egg	in	pan
1132	egg	in	pan
1133	egg	in	pan
1134	egg	in	pan
1135	egg	in	pan
1135	person	hold	hashi
1136	egg	in	pan
1136	person	hold	hashi
1137	egg	in	pan
1137	person	hold	hashi
1138	egg	in	pan
1138	person	hold	hashi
1139	egg	in	pan
1139	person	hold	hashi
1140	egg	in	pan
1140	person	hold	hashi
1141	egg	in	pan
1141	person	hold	hashi
1142	egg	in	pan
1142	person	hold	hashi
1143	egg	in	pan
1143	person	hold	hashi
1144	egg	in	pan
1144	person	hold	hashi
1145	egg	in	pan
1145	person	hold	hashi
1146	egg	in	pan
1146	person	hold	hashi
1147	egg	in	pan
1147	person	hold	hashi
1148	egg	in	pan
1148	person	hold	hashi
1149	egg	in	pan
1149	person	hold	hashi
1150	egg	in	pan
1150	person	hold	hashi
1151	egg	in	pan
1151	person	hold	hashi
1152	egg	in	pan
1152	person	hold	hashi
1153	egg	in	pan
1153	person	hold	hashi
1154	egg	in	pan
1154	person	hold	hashi
1155	egg	in	pan
1155	person	hold	hashi
1156	egg	in	pan
1156	person	hold	hashi
1157	egg	in	pan
1157	person	hold	hashi
1158	egg	in	pan
1158	person	hold	hashi
1159	egg	in	pan
1159	person	hold	hashi
1160	egg	in	pan
1160	person	hold	hashi
1161	egg	in	pan
1161	person	hold	hashi
1162	egg	in	pan
1162	person	hold	hashi
1163	egg	in	pan
1163	person	hold	hashi
1164	egg	in	pan
1164	person	hold	hashi
1165	egg	in	pan
1165	person	hold	hashi
1166	egg	in	pan
1166	person	hold	hashi
1167	egg	in	pan
1167	person	hold	hashi
1168	egg	in	pan
1168	person	hold	hashi
1169	egg	in	pan
1169	person	hold	hashi
1170	egg	in	pan
1170	person	hold	hashi
1171	egg	in	pan
1171	person	hold	hashi
1172	egg	in	pan
1172	person	hold	hashi
1173	egg	in	pan
1173	person	hold	hashi
1174	egg	in	pan
1174	person	hold	hashi
1175	egg	in	pan
1175	person	hold	hashi
1176	egg	in	pan
1176	person	hold	hashi
1177	egg	in	pan
1177	person	hold	hashi
1178	egg	in	pan
1178	person	hold	hashi
1179	egg	in	pan
1179	person	hold	hashi
1180	egg	in	pan
1180	person	hold	hashi
1181	egg	in	pan
1181	person	hold	hashi
1182	egg	in	pan
1182	person	hold	hashi
1183	egg	in	pan
1183	person	hold	hashi
1184	egg	in	pan
1184	person	hold	hashi
1185	egg	in	pan
1185	person	hold	hashi
1186	egg	in	pan
1186	person	hold	hashi
1187	egg	in	pan
1187	person	hold	hashi
1188	egg	in	pan
1188	person	hold	hashi
1189	egg	in	pan
1189	person	hold	hashi
1190	egg	in	pan
1190	person	hold	hashi
1191	egg	in	pan
1191	person	hold	hashi
1192	egg	in	pan
1192	person	hold	hashi
1193	egg	in	pan
1193	person	hold	hashi
1194	egg	in	pan
1194	person	hold	hashi
1195	egg	in	pan
1195	person	hold	hashi
1196	egg	in	pan
1196	person	hold	hashi
1197	egg	in	pan
1197	person	hold	hashi
1198	egg	in	pan
1198	person	hold	hashi
1199	egg	in	pan
1199	person	hold	hashi
1200	egg	in	pan
1200	person	hold	hashi
1201	egg	in	pan
1201	person	hold	hashi
1202	egg	in	pan
1202	person	hold	hashi
1203	egg	in	pan
1203	person	hold	hashi
1204	egg	in	pan
1204	person	hold	hashi
1205	egg	in	pan
1205	person	hold	hashi
1206	egg	in	pan
1206	person	hold	hashi
1207	egg	in	pan
1207	person	hold	hashi
1208	egg	in	pan
1208	person	hold	hashi
1209	egg	in	pan
1209	person	hold	hashi
1210	egg	in	pan
1210	person	hold	hashi
1211	egg	in	pan
1211	person	hold	hashi
1212	egg	in	pan
1212	person	hold	hashi
1213	egg	in	pan
1213	person	hold	hashi
1214	egg	in	pan
1214	person	hold	hashi
1215	egg	in	pan
1215	person	hold	hashi
1216	egg	in	pan
1216	person	hold	hashi
1217	egg	in	pan
1217	person	hold	hashi
1218	egg	in	pan
1218	person	hold	hashi
1219	egg	in	pan
1219	person	hold	hashi
1220	egg	in	pan
1220	person	hold	hashi
1220	hashi	move	egg
1221	egg	in	pan
1221	person	hold	hashi
1221	hashi	move	egg
1222	egg	in	pan
1222	person	hold	hashi
1222	hashi	move	egg
1223	egg	in	pan
1223	person	hold	hashi
1223	hashi	move	egg
1224	egg	in	pan
1224	person	hold	hashi
1224	hashi	move	egg
1225	egg	in	pan
1225	person	hold	hashi
1225	hashi	move	egg
1226	egg	in	pan
1226	person	hold	hashi
1226	hashi	move	egg
1227	egg	in	pan
1227	person	hold	hashi
1227	hashi	move	egg
1228	egg	in	pan
1228	person	hold	hashi
1228	hashi	move	egg
1229	egg	in	pan
1229	person	hold	hashi
1229	hashi	move	egg
1230	egg	in	pan
1230	person	hold	hashi
1230	hashi	move	egg
1231	egg	in	pan
1231	person	hold	hashi
1231	hashi	move	egg
1232	egg	in	pan
1232	person	hold	hashi
1232	hashi	move	egg
1233	egg	in	pan
1233	person	hold	hashi
1233	hashi	move	egg
1234	egg	in	pan
1234	person	hold	hashi
1234	hashi	move	egg
1235	egg	in	pan
1235	person	hold	hashi
1235	hashi	move	egg
1236	egg	in	pan
1236	person	hold	hashi
1236	hashi	move	egg
1237	egg	in	pan
1237	person	hold	hashi
1237	hashi	move	egg
1238	egg	in	pan
1238	person	hold	hashi
1238	hashi	move	egg
1239	egg	in	pan
1239	person	hold	hashi
1239	hashi	move	egg
1240	egg	in	pan
1240	person	hold	hashi
1240	hashi	move	egg
1241	egg	in	pan
1241	person	hold	hashi
1241	hashi	move	egg
1242	egg	in	pan
1242	person	hold	hashi
1242	hashi	move	egg
1243	egg	in	pan
1243	person	hold	hashi
1243	hashi	move	egg
1244	egg	in	pan
1244	person	hold	hashi
1244	hashi	move	egg
1245	egg	in	pan
1245	person	hold	hashi
1245	hashi	move	egg
1246	egg	in	pan
1246	person	hold	hashi
1246	hashi	move	egg
1247	egg	in	pan
1247	person	hold	hashi
1247	hashi	move	egg
1248	egg	in	pan
1248	person	hold	hashi
1248	hashi	move	egg
1249	egg	in	pan
1249	person	hold	hashi
1249	hashi	move	egg
1250	egg	in	pan
1250	person	hold	hashi
1250	hashi	move	egg
1251	egg	in	pan
1251	person	hold	hashi
1251	hashi	move	egg
1252	egg	in	pan
1252	person	hold	hashi
1252	hashi	move	egg
1253	egg	in	pan
1253	person	hold	hashi
1253	hashi	move	egg
1254	egg	in	pan
1254	person	hold	hashi
1254	hashi	move	egg
1255	egg	in	pan
1255	person	hold	hashi
1255	hashi	move	egg
1256	egg	in	pan
1256	person	hold	hashi
1256	hashi	move	egg
1257	egg	in	pan
1257	person	hold	hashi
1257	hashi	move	egg
1258	egg	in	pan
1258	person	hold	hashi
1258	hashi	move	egg
1259	egg	in	pan
1259	person	hold	hashi
1259	hashi	move	egg
1260	egg	in	pan
1260	person	hold	hashi
1260	hashi	move	egg
1261	egg	in	pan
1261	person	hold	hashi
1261	hashi	move	egg
1262	egg	in	pan
1262	person	hold	hashi
1262	hashi	move	egg
1263	egg	in	pan
1263	person	hold	hashi
1263	hashi	move	egg
