Frame	Subject	Relation	Object
123	knife	on	cutting board
124	knife	on	cutting board
125	knife	on	cutting board
126	knife	on	cutting board
127	knife	on	cutting board
128	knife	on	cutting board
129	knife	on	cutting board
130	knife	on	cutting board
131	knife	on	cutting board
132	knife	on	cutting board
133	knife	on	cutting board
134	knife	on	cutting board
135	knife	on	cutting board
136	knife	on	cutting board
137	knife	on	cutting board
138	knife	on	cutting board
139	knife	on	cutting board
140	knife	on	cutting board
141	knife	on	cutting board
142	knife	on	cutting board
143	knife	on	cutting board
144	knife	on	cutting board
145	knife	on	cutting board
146	knife	on	cutting board
147	knife	on	cutting board
148	knife	on	cutting board
149	knife	on	cutting board
150	knife	on	cutting board
151	knife	on	cutting board
152	knife	on	cutting board
153	knife	on	cutting board
154	knife	on	cutting board
155	knife	on	cutting board
156	knife	on	cutting board
157	knife	on	cutting board
158	knife	on	cutting board
159	knife	on	cutting board
160	knife	on	cutting board
161	knife	on	cutting board
162	knife	on	cutting board
163	knife	on	cutting board
164	knife	on	cutting board
165	knife	on	cutting board
166	knife	on	cutting board
167	knife	on	cutting board
168	knife	on	cutting board
169	knife	on	cutting board
170	knife	on	cutting board
171	knife	on	cutting board
172	knife	on	cutting board
173	knife	on	cutting board
174	knife	on	cutting board
175	knife	on	cutting board
176	knife	on	cutting board
177	knife	on	cutting board
178	knife	on	cutting board
179	knife	on	cutting board
180	knife	on	cutting board
181	knife	on	cutting board
182	knife	on	cutting board
183	knife	on	cutting board
184	knife	on	cutting board
185	knife	on	cutting board
186	knife	on	cutting board
187	knife	on	cutting board
188	knife	on	cutting board
189	knife	on	cutting board
190	knife	on	cutting board
191	knife	on	cutting board
192	knife	on	cutting board
193	knife	on	cutting board
194	knife	on	cutting board
195	knife	on	cutting board
196	knife	on	cutting board
197	knife	on	cutting board
198	knife	on	cutting board
199	knife	on	cutting board
200	knife	on	cutting board
201	knife	on	cutting board
202	knife	on	cutting board
203	knife	on	cutting board
203	person	hold	ham
204	knife	on	cutting board
204	person	hold	ham
205	knife	on	cutting board
205	person	hold	ham
206	knife	on	cutting board
206	person	hold	ham
207	knife	on	cutting board
207	person	hold	ham
208	knife	on	cutting board
208	person	hold	ham
209	knife	on	cutting board
209	person	hold	ham
210	knife	on	cutting board
210	person	hold	ham
211	knife	on	cutting board
211	person	hold	ham
212	knife	on	cutting board
212	person	hold	ham
213	knife	on	cutting board
213	person	hold	ham
214	knife	on	cutting board
214	person	hold	ham
215	knife	on	cutting board
215	person	hold	ham
216	knife	on	cutting board
216	person	hold	ham
217	knife	on	cutting board
217	person	hold	ham
218	knife	on	cutting board
218	person	hold	ham
219	knife	on	cutting board
219	person	hold	ham
220	knife	on	cutting board
220	person	hold	ham
221	knife	on	cutting board
221	person	hold	ham
222	knife	on	cutting board
222	person	hold	ham
223	knife	on	cutting board
223	person	hold	ham
224	knife	on	cutting board
224	person	hold	ham
225	knife	on	cutting board
225	person	hold	ham
226	knife	on	cutting board
226	person	hold	ham
227	knife	on	cutting board
227	person	hold	ham
228	knife	on	cutting board
228	person	hold	ham
229	knife	on	cutting board
229	person	hold	ham
230	knife	on	cutting board
230	person	hold	ham
231	knife	on	cutting board
231	person	hold	ham
232	knife	on	cutting board
232	person	hold	ham
232	person	move	ham
233	knife	on	cutting board
233	person	hold	ham
233	person	move	ham
234	knife	on	cutting board
234	person	hold	ham
234	person	move	ham
235	knife	on	cutting board
235	person	hold	ham
235	person	move	ham
236	knife	on	cutting board
236	person	hold	ham
236	person	move	ham
237	knife	on	cutting board
237	person	hold	ham
237	person	move	ham
238	knife	on	cutting board
238	person	hold	ham
238	person	move	ham
239	knife	on	cutting board
239	person	hold	ham
239	person	move	ham
240	knife	on	cutting board
240	person	hold	ham
240	person	move	ham
241	knife	on	cutting board
241	person	hold	ham
241	person	move	ham
242	knife	on	cutting board
242	person	hold	ham
242	person	move	ham
243	knife	on	cutting board
243	person	hold	ham
243	person	move	ham
244	knife	on	cutting board
244	person	hold	ham
244	person	move	ham
245	knife	on	cutting board
245	person	hold	ham
245	person	move	ham
246	knife	on	cutting board
246	person	hold	ham
246	person	move	ham
247	knife	on	cutting board
247	person	hold	ham
247	person	move	ham
248	knife	on	cutting board
248	person	hold	ham
248	person	move	ham
249	knife	on	cutting board
249	person	hold	ham
249	person	move	ham
250	knife	on	cutting board
250	person	hold	ham
250	person	move	ham
251	knife	on	cutting board
251	person	hold	ham
251	person	move	ham
252	knife	on	cutting board
252	person	hold	ham
252	person	move	ham
253	knife	on	cutting board
253	person	hold	ham
253	person	move	ham
254	knife	on	cutting board
254	person	hold	ham
254	person	move	ham
255	knife	on	cutting board
255	person	hold	ham
255	person	move	ham
256	knife	on	cutting board
256	person	hold	ham
256	person	move	ham
257	knife	on	cutting board
257	person	hold	ham
257	person	move	ham
258	knife	on	cutting board
258	person	hold	ham
258	person	move	ham
259	knife	on	cutting board
259	person	hold	ham
259	person	move	ham
260	knife	on	cutting board
260	person	hold	ham
260	person	move	ham
261	knife	on	cutting board
261	person	hold	ham
261	person	move	ham
262	knife	on	cutting board
262	person	hold	ham
262	person	move	ham
263	knife	on	cutting board
263	person	hold	ham
263	person	move	ham
264	knife	on	cutting board
264	person	hold	ham
264	person	move	ham
265	knife	on	cutting board
265	person	hold	ham
265	person	move	ham
266	knife	on	cutting board
266	person	hold	ham
266	person	move	ham
267	knife	on	cutting board
267	person	hold	ham
267	person	move	ham
268	knife	on	cutting board
268	person	hold	ham
268	person	move	ham
269	knife	on	cutting board
269	person	hold	ham
269	person	move	ham
270	knife	on	cutting board
270	person	hold	ham
270	person	move	ham
271	knife	on	cutting board
271	person	hold	ham
271	person	move	ham
272	knife	on	cutting board
272	person	hold	ham
272	person	move	ham
273	knife	on	cutting board
273	person	hold	ham
273	person	move	ham
274	knife	on	cutting board
274	person	hold	ham
274	person	move	ham
275	knife	on	cutting board
275	person	hold	ham
275	person	move	ham
276	knife	on	cutting board
276	person	hold	ham
276	person	move	ham
277	knife	on	cutting board
277	person	hold	ham
277	person	move	ham
278	knife	on	cutting board
278	person	hold	ham
278	person	move	ham
279	knife	on	cutting board
279	person	hold	ham
279	person	move	ham
280	knife	on	cutting board
280	person	hold	ham
280	person	move	ham
281	knife	on	cutting board
281	person	hold	ham
281	person	move	ham
282	knife	on	cutting board
282	person	hold	ham
282	person	move	ham
283	knife	on	cutting board
283	person	hold	ham
283	person	move	ham
284	knife	on	cutting board
284	person	hold	ham
284	person	move	ham
285	knife	on	cutting board
285	person	hold	ham
285	person	move	ham
286	knife	on	cutting board
286	person	hold	ham
286	person	move	ham
287	knife	on	cutting board
287	person	hold	ham
287	person	move	ham
288	knife	on	cutting board
288	person	hold	ham
288	person	move	ham
289	knife	on	cutting board
289	person	hold	ham
289	person	move	ham
290	knife	on	cutting board
290	person	hold	ham
290	person	move	ham
291	knife	on	cutting board
291	person	hold	ham
291	person	move	ham
292	knife	on	cutting board
292	person	hold	ham
292	person	move	ham
293	knife	on	cutting board
293	person	hold	ham
293	person	move	ham
294	knife	on	cutting board
294	person	hold	ham
294	person	move	ham
295	knife	on	cutting board
295	person	hold	ham
295	person	move	ham
296	knife	on	cutting board
296	person	hold	ham
296	person	move	ham
297	knife	on	cutting board
297	person	hold	ham
297	person	move	ham
298	knife	on	cutting board
298	person	hold	ham
298	person	move	ham
299	knife	on	cutting board
299	person	hold	ham
299	person	move	ham
300	knife	on	cutting board
300	person	hold	ham
300	person	move	ham
301	knife	on	cutting board
301	person	hold	ham
301	person	move	ham
302	knife	on	cutting board
302	person	hold	ham
302	person	move	ham
303	knife	on	cutting board
303	person	hold	ham
303	person	move	ham
304	knife	on	cutting board
304	person	hold	ham
304	person	move	ham
304	person	hold	knife
305	knife	on	cutting board
305	person	hold	ham
305	person	move	ham
305	person	hold	knife
306	knife	on	cutting board
306	person	hold	ham
306	person	move	ham
306	person	hold	knife
307	knife	on	cutting board
307	person	hold	ham
307	person	move	ham
307	person	hold	knife
308	knife	on	cutting board
308	person	hold	ham
308	person	move	ham
308	person	hold	knife
309	knife	on	cutting board
309	person	hold	ham
309	person	move	ham
309	person	hold	knife
309	person	move	knife
310	knife	on	cutting board
310	person	hold	ham
310	person	move	ham
310	person	hold	knife
310	person	move	knife
311	knife	on	cutting board
311	person	hold	ham
311	person	move	ham
311	person	hold	knife
311	person	move	knife
312	knife	on	cutting board
312	person	hold	ham
312	person	move	ham
312	person	hold	knife
312	person	move	knife
313	knife	on	cutting board
313	person	hold	ham
313	person	move	ham
313	person	hold	knife
313	person	move	knife
314	knife	on	cutting board
314	person	hold	ham
314	person	move	ham
314	person	hold	knife
314	person	move	knife
315	knife	on	cutting board
315	person	hold	ham
315	person	move	ham
315	person	hold	knife
315	person	move	knife
316	knife	on	cutting board
316	person	hold	ham
316	person	move	ham
316	person	hold	knife
316	person	move	knife
317	knife	on	cutting board
317	person	hold	ham
317	person	move	ham
317	person	hold	knife
317	person	move	knife
318	knife	on	cutting board
318	person	hold	ham
318	person	move	ham
318	person	hold	knife
318	person	move	knife
319	knife	on	cutting board
319	person	hold	ham
319	person	move	ham
319	person	hold	knife
319	person	move	knife
320	knife	on	cutting board
320	person	hold	ham
320	person	move	ham
320	person	hold	knife
320	person	move	knife
320	ham	on	cutting board
321	knife	on	cutting board
321	person	hold	ham
321	person	move	ham
321	person	hold	knife
321	person	move	knife
321	ham	on	cutting board
322	knife	on	cutting board
322	person	hold	ham
322	person	move	ham
322	person	hold	knife
322	person	move	knife
322	ham	on	cutting board
323	knife	on	cutting board
323	person	hold	ham
323	person	move	ham
323	person	hold	knife
323	person	move	knife
323	ham	on	cutting board
324	knife	on	cutting board
324	person	hold	ham
324	person	move	ham
324	person	hold	knife
324	person	move	knife
324	ham	on	cutting board
325	knife	on	cutting board
325	person	hold	ham
325	person	move	ham
325	person	hold	knife
325	person	move	knife
325	ham	on	cutting board
326	knife	on	cutting board
326	person	hold	knife
326	person	move	knife
326	ham	on	cutting board
327	knife	on	cutting board
327	person	hold	knife
327	person	move	knife
327	ham	on	cutting board
328	knife	on	cutting board
328	person	hold	knife
328	person	move	knife
328	ham	on	cutting board
329	knife	on	cutting board
329	person	hold	knife
329	person	move	knife
329	ham	on	cutting board
330	knife	on	cutting board
330	person	hold	knife
330	person	move	knife
330	ham	on	cutting board
331	knife	on	cutting board
331	person	hold	knife
331	person	move	knife
331	ham	on	cutting board
332	knife	on	cutting board
332	person	hold	knife
332	person	move	knife
332	ham	on	cutting board
333	knife	on	cutting board
333	person	hold	knife
333	person	move	knife
333	ham	on	cutting board
334	knife	on	cutting board
334	person	hold	knife
334	person	move	knife
334	ham	on	cutting board
334	person	hold	ham
335	knife	on	cutting board
335	person	hold	knife
335	person	move	knife
335	ham	on	cutting board
335	person	hold	ham
336	knife	on	cutting board
336	person	hold	knife
336	person	move	knife
336	ham	on	cutting board
336	person	hold	ham
337	knife	on	cutting board
337	person	hold	knife
337	person	move	knife
337	ham	on	cutting board
337	person	hold	ham
338	knife	on	cutting board
338	person	hold	knife
338	person	move	knife
338	ham	on	cutting board
338	person	hold	ham
339	knife	on	cutting board
339	person	hold	knife
339	person	move	knife
339	ham	on	cutting board
339	person	hold	ham
340	knife	on	cutting board
340	person	hold	knife
340	person	move	knife
340	ham	on	cutting board
340	person	hold	ham
341	knife	on	cutting board
341	person	hold	knife
341	person	move	knife
341	ham	on	cutting board
341	person	hold	ham
342	knife	on	cutting board
342	person	hold	knife
342	person	move	knife
342	ham	on	cutting board
342	person	hold	ham
343	knife	on	cutting board
343	person	hold	knife
343	person	move	knife
343	ham	on	cutting board
343	person	hold	ham
344	knife	on	cutting board
344	person	hold	knife
344	person	move	knife
344	ham	on	cutting board
344	person	hold	ham
345	knife	on	cutting board
345	person	hold	knife
345	person	move	knife
345	ham	on	cutting board
345	person	hold	ham
345	knife	cut	ham
346	knife	on	cutting board
346	person	hold	knife
346	person	move	knife
346	ham	on	cutting board
346	person	hold	ham
346	knife	cut	ham
347	knife	on	cutting board
347	person	hold	knife
347	person	move	knife
347	ham	on	cutting board
347	person	hold	ham
347	knife	cut	ham
348	knife	on	cutting board
348	person	hold	knife
348	person	move	knife
348	ham	on	cutting board
348	person	hold	ham
348	knife	cut	ham
349	knife	on	cutting board
349	person	hold	knife
349	person	move	knife
349	ham	on	cutting board
349	person	hold	ham
349	knife	cut	ham
350	knife	on	cutting board
350	person	hold	knife
350	person	move	knife
350	ham	on	cutting board
350	person	hold	ham
350	knife	cut	ham
351	knife	on	cutting board
351	person	hold	knife
351	person	move	knife
351	ham	on	cutting board
351	person	hold	ham
351	knife	cut	ham
352	knife	on	cutting board
352	person	hold	knife
352	person	move	knife
352	ham	on	cutting board
352	person	hold	ham
352	knife	cut	ham
353	knife	on	cutting board
353	person	hold	knife
353	person	move	knife
353	ham	on	cutting board
353	person	hold	ham
353	knife	cut	ham
354	knife	on	cutting board
354	person	hold	knife
354	person	move	knife
354	ham	on	cutting board
354	person	hold	ham
354	knife	cut	ham
355	knife	on	cutting board
355	person	hold	knife
355	person	move	knife
355	ham	on	cutting board
355	person	hold	ham
355	knife	cut	ham
356	knife	on	cutting board
356	person	hold	knife
356	person	move	knife
356	ham	on	cutting board
356	person	hold	ham
356	knife	cut	ham
357	knife	on	cutting board
357	person	hold	knife
357	person	move	knife
357	ham	on	cutting board
357	person	hold	ham
357	knife	cut	ham
358	knife	on	cutting board
358	person	hold	knife
358	person	move	knife
358	ham	on	cutting board
358	person	hold	ham
358	knife	cut	ham
359	knife	on	cutting board
359	person	hold	knife
359	person	move	knife
359	ham	on	cutting board
359	person	hold	ham
359	knife	cut	ham
360	knife	on	cutting board
360	person	hold	knife
360	person	move	knife
360	ham	on	cutting board
360	person	hold	ham
360	knife	cut	ham
361	knife	on	cutting board
361	person	hold	knife
361	person	move	knife
361	ham	on	cutting board
361	person	hold	ham
361	knife	cut	ham
362	knife	on	cutting board
362	person	hold	knife
362	person	move	knife
362	ham	on	cutting board
362	person	hold	ham
362	knife	cut	ham
363	knife	on	cutting board
363	person	hold	knife
363	person	move	knife
363	ham	on	cutting board
363	person	hold	ham
363	knife	cut	ham
364	knife	on	cutting board
364	person	hold	knife
364	person	move	knife
364	ham	on	cutting board
364	person	hold	ham
364	knife	cut	ham
365	knife	on	cutting board
365	person	hold	knife
365	person	move	knife
365	ham	on	cutting board
365	person	hold	ham
365	knife	cut	ham
366	knife	on	cutting board
366	person	hold	knife
366	person	move	knife
366	ham	on	cutting board
366	person	hold	ham
366	knife	cut	ham
367	knife	on	cutting board
367	person	hold	knife
367	person	move	knife
367	ham	on	cutting board
367	person	hold	ham
367	knife	cut	ham
368	knife	on	cutting board
368	person	hold	knife
368	person	move	knife
368	ham	on	cutting board
368	person	hold	ham
368	knife	cut	ham
369	knife	on	cutting board
369	person	hold	knife
369	person	move	knife
369	ham	on	cutting board
369	person	hold	ham
369	knife	cut	ham
370	knife	on	cutting board
370	person	hold	knife
370	person	move	knife
370	ham	on	cutting board
370	person	hold	ham
370	knife	cut	ham
371	knife	on	cutting board
371	person	hold	knife
371	person	move	knife
371	ham	on	cutting board
371	person	hold	ham
371	knife	cut	ham
372	knife	on	cutting board
372	person	hold	knife
372	person	move	knife
372	ham	on	cutting board
372	person	hold	ham
372	knife	cut	ham
373	knife	on	cutting board
373	person	hold	knife
373	person	move	knife
373	ham	on	cutting board
373	person	hold	ham
373	knife	cut	ham
374	knife	on	cutting board
374	person	hold	knife
374	person	move	knife
374	ham	on	cutting board
374	person	hold	ham
374	knife	cut	ham
375	knife	on	cutting board
375	person	hold	knife
375	person	move	knife
375	ham	on	cutting board
375	person	hold	ham
375	knife	cut	ham
376	knife	on	cutting board
376	person	hold	knife
376	person	move	knife
376	ham	on	cutting board
376	person	hold	ham
376	knife	cut	ham
377	knife	on	cutting board
377	person	hold	knife
377	person	move	knife
377	ham	on	cutting board
377	person	hold	ham
377	knife	cut	ham
378	knife	on	cutting board
378	person	hold	knife
378	person	move	knife
378	ham	on	cutting board
378	person	hold	ham
378	knife	cut	ham
379	knife	on	cutting board
379	person	hold	knife
379	person	move	knife
379	ham	on	cutting board
379	person	hold	ham
379	knife	cut	ham
380	knife	on	cutting board
380	person	hold	knife
380	person	move	knife
380	ham	on	cutting board
380	person	hold	ham
380	knife	cut	ham
381	knife	on	cutting board
381	person	hold	knife
381	person	move	knife
381	ham	on	cutting board
381	person	hold	ham
381	knife	cut	ham
382	knife	on	cutting board
382	person	hold	knife
382	person	move	knife
382	ham	on	cutting board
382	person	hold	ham
382	knife	cut	ham
383	knife	on	cutting board
383	person	hold	knife
383	person	move	knife
383	ham	on	cutting board
383	person	hold	ham
383	knife	cut	ham
384	knife	on	cutting board
384	person	hold	knife
384	person	move	knife
384	ham	on	cutting board
384	person	hold	ham
384	knife	cut	ham
385	knife	on	cutting board
385	person	hold	knife
385	person	move	knife
385	ham	on	cutting board
385	person	hold	ham
385	knife	cut	ham
386	knife	on	cutting board
386	person	hold	knife
386	person	move	knife
386	ham	on	cutting board
386	person	hold	ham
386	knife	cut	ham
387	knife	on	cutting board
387	person	hold	knife
387	person	move	knife
387	ham	on	cutting board
387	person	hold	ham
387	knife	cut	ham
388	knife	on	cutting board
388	person	hold	knife
388	person	move	knife
388	ham	on	cutting board
388	person	hold	ham
388	knife	cut	ham
389	knife	on	cutting board
389	person	hold	knife
389	person	move	knife
389	ham	on	cutting board
389	person	hold	ham
389	knife	cut	ham
390	knife	on	cutting board
390	person	hold	knife
390	person	move	knife
390	ham	on	cutting board
390	person	hold	ham
390	knife	cut	ham
391	knife	on	cutting board
391	person	hold	knife
391	person	move	knife
391	ham	on	cutting board
391	person	hold	ham
391	knife	cut	ham
392	knife	on	cutting board
392	person	hold	knife
392	person	move	knife
392	ham	on	cutting board
392	person	hold	ham
392	knife	cut	ham
393	knife	on	cutting board
393	person	hold	knife
393	person	move	knife
393	ham	on	cutting board
393	person	hold	ham
393	knife	cut	ham
394	knife	on	cutting board
394	person	hold	knife
394	person	move	knife
394	ham	on	cutting board
394	person	hold	ham
394	knife	cut	ham
395	knife	on	cutting board
395	person	hold	knife
395	person	move	knife
395	ham	on	cutting board
395	person	hold	ham
395	knife	cut	ham
396	knife	on	cutting board
396	person	hold	knife
396	person	move	knife
396	ham	on	cutting board
396	person	hold	ham
396	knife	cut	ham
397	knife	on	cutting board
397	person	hold	knife
397	person	move	knife
397	ham	on	cutting board
397	person	hold	ham
397	knife	cut	ham
398	knife	on	cutting board
398	person	hold	knife
398	person	move	knife
398	ham	on	cutting board
398	person	hold	ham
398	knife	cut	ham
399	knife	on	cutting board
399	person	hold	knife
399	person	move	knife
399	ham	on	cutting board
399	person	hold	ham
399	knife	cut	ham
400	knife	on	cutting board
400	person	hold	knife
400	person	move	knife
400	ham	on	cutting board
400	person	hold	ham
400	knife	cut	ham
401	knife	on	cutting board
401	person	hold	knife
401	person	move	knife
401	ham	on	cutting board
401	person	hold	ham
401	knife	cut	ham
402	knife	on	cutting board
402	person	hold	knife
402	person	move	knife
402	ham	on	cutting board
402	person	hold	ham
402	knife	cut	ham
403	knife	on	cutting board
403	person	hold	knife
403	person	move	knife
403	ham	on	cutting board
403	person	hold	ham
403	knife	cut	ham
404	knife	on	cutting board
404	person	hold	knife
404	person	move	knife
404	ham	on	cutting board
404	person	hold	ham
404	knife	cut	ham
405	knife	on	cutting board
405	person	hold	knife
405	person	move	knife
405	ham	on	cutting board
405	person	hold	ham
405	knife	cut	ham
406	knife	on	cutting board
406	person	hold	knife
406	person	move	knife
406	ham	on	cutting board
406	person	hold	ham
406	knife	cut	ham
407	knife	on	cutting board
407	person	hold	knife
407	person	move	knife
407	ham	on	cutting board
407	person	hold	ham
407	knife	cut	ham
408	knife	on	cutting board
408	person	hold	knife
408	person	move	knife
408	ham	on	cutting board
408	person	hold	ham
408	knife	cut	ham
409	knife	on	cutting board
409	person	hold	knife
409	person	move	knife
409	ham	on	cutting board
409	person	hold	ham
409	knife	cut	ham
410	knife	on	cutting board
410	person	hold	knife
410	person	move	knife
410	ham	on	cutting board
410	person	hold	ham
410	knife	cut	ham
411	knife	on	cutting board
411	person	hold	knife
411	person	move	knife
411	ham	on	cutting board
411	person	hold	ham
411	knife	cut	ham
412	knife	on	cutting board
412	person	hold	knife
412	person	move	knife
412	ham	on	cutting board
412	person	hold	ham
412	knife	cut	ham
413	knife	on	cutting board
413	person	hold	knife
413	person	move	knife
413	ham	on	cutting board
413	person	hold	ham
413	knife	cut	ham
414	knife	on	cutting board
414	person	hold	knife
414	person	move	knife
414	ham	on	cutting board
414	person	hold	ham
414	knife	cut	ham
415	knife	on	cutting board
415	person	hold	knife
415	person	move	knife
415	ham	on	cutting board
415	person	hold	ham
415	knife	cut	ham
416	knife	on	cutting board
416	person	hold	knife
416	person	move	knife
416	ham	on	cutting board
416	person	hold	ham
416	knife	cut	ham
417	knife	on	cutting board
417	person	hold	knife
417	person	move	knife
417	ham	on	cutting board
417	person	hold	ham
417	knife	cut	ham
418	knife	on	cutting board
418	person	hold	knife
418	person	move	knife
418	ham	on	cutting board
418	person	hold	ham
418	knife	cut	ham
419	knife	on	cutting board
419	person	hold	knife
419	person	move	knife
419	ham	on	cutting board
419	person	hold	ham
419	knife	cut	ham
420	knife	on	cutting board
420	person	hold	knife
420	person	move	knife
420	ham	on	cutting board
420	person	hold	ham
420	knife	cut	ham
421	knife	on	cutting board
421	person	hold	knife
421	person	move	knife
421	ham	on	cutting board
421	person	hold	ham
421	knife	cut	ham
422	knife	on	cutting board
422	person	hold	knife
422	person	move	knife
422	ham	on	cutting board
422	person	hold	ham
422	knife	cut	ham
423	knife	on	cutting board
423	person	hold	knife
423	person	move	knife
423	ham	on	cutting board
423	person	hold	ham
423	knife	cut	ham
424	knife	on	cutting board
424	person	hold	knife
424	person	move	knife
424	ham	on	cutting board
424	person	hold	ham
424	knife	cut	ham
425	knife	on	cutting board
425	person	hold	knife
425	person	move	knife
425	ham	on	cutting board
425	person	hold	ham
425	knife	cut	ham
426	knife	on	cutting board
426	person	hold	knife
426	person	move	knife
426	ham	on	cutting board
426	person	hold	ham
426	knife	cut	ham
427	knife	on	cutting board
427	person	hold	knife
427	person	move	knife
427	ham	on	cutting board
427	person	hold	ham
427	knife	cut	ham
428	knife	on	cutting board
428	person	hold	knife
428	person	move	knife
428	ham	on	cutting board
428	person	hold	ham
428	knife	cut	ham
429	knife	on	cutting board
429	person	hold	knife
429	person	move	knife
429	ham	on	cutting board
429	person	hold	ham
429	knife	cut	ham
430	knife	on	cutting board
430	person	hold	knife
430	person	move	knife
430	ham	on	cutting board
430	person	hold	ham
430	knife	cut	ham
431	knife	on	cutting board
431	person	hold	knife
431	person	move	knife
431	ham	on	cutting board
431	person	hold	ham
431	knife	cut	ham
432	knife	on	cutting board
432	person	hold	knife
432	person	move	knife
432	ham	on	cutting board
432	person	hold	ham
432	knife	cut	ham
433	knife	on	cutting board
433	person	hold	knife
433	person	move	knife
433	ham	on	cutting board
433	person	hold	ham
433	knife	cut	ham
434	knife	on	cutting board
434	person	hold	knife
434	person	move	knife
434	ham	on	cutting board
434	person	hold	ham
434	knife	cut	ham
435	knife	on	cutting board
435	person	hold	knife
435	person	move	knife
435	ham	on	cutting board
435	person	hold	ham
435	knife	cut	ham
436	knife	on	cutting board
436	person	hold	knife
436	person	move	knife
436	ham	on	cutting board
436	person	hold	ham
436	knife	cut	ham
437	knife	on	cutting board
437	person	hold	knife
437	person	move	knife
437	ham	on	cutting board
437	person	hold	ham
437	knife	cut	ham
438	knife	on	cutting board
438	person	hold	knife
438	person	move	knife
438	ham	on	cutting board
438	person	hold	ham
438	knife	cut	ham
439	knife	on	cutting board
439	person	hold	knife
439	person	move	knife
439	ham	on	cutting board
439	person	hold	ham
439	knife	cut	ham
440	knife	on	cutting board
440	person	hold	knife
440	person	move	knife
440	ham	on	cutting board
440	person	hold	ham
440	knife	cut	ham
441	knife	on	cutting board
441	person	hold	knife
441	person	move	knife
441	ham	on	cutting board
441	person	hold	ham
441	knife	cut	ham
442	knife	on	cutting board
442	person	hold	knife
442	person	move	knife
442	ham	on	cutting board
442	person	hold	ham
442	knife	cut	ham
443	knife	on	cutting board
443	person	hold	knife
443	person	move	knife
443	ham	on	cutting board
443	person	hold	ham
443	knife	cut	ham
444	knife	on	cutting board
444	person	hold	knife
444	person	move	knife
444	ham	on	cutting board
444	person	hold	ham
444	knife	cut	ham
445	knife	on	cutting board
445	person	hold	knife
445	person	move	knife
445	ham	on	cutting board
445	person	hold	ham
445	knife	cut	ham
446	knife	on	cutting board
446	person	hold	knife
446	person	move	knife
446	ham	on	cutting board
446	person	hold	ham
446	knife	cut	ham
447	knife	on	cutting board
447	person	hold	knife
447	person	move	knife
447	ham	on	cutting board
447	person	hold	ham
447	knife	cut	ham
448	knife	on	cutting board
