Frame:	Label:	Frame path:
190	person	hold	ham
190	person	hold	knife
191	person	hold	ham
191	person	hold	knife
192	person	hold	ham
192	person	hold	knife
193	person	hold	ham
193	person	hold	knife
194	person	hold	ham
194	person	hold	knife
195	person	hold	ham
195	person	hold	knife
196	person	hold	ham
196	person	hold	knife
197	person	hold	ham
197	person	hold	knife
198	person	hold	ham
198	person	hold	knife
199	person	hold	ham
199	person	hold	knife
200	person	hold	ham
200	person	hold	knife
201	person	hold	ham
201	person	hold	knife
202	person	hold	ham
202	person	hold	knife
203	person	hold	ham
203	person	hold	knife
204	person	hold	ham
204	person	hold	knife
205	person	hold	ham
205	person	hold	knife
206	person	hold	ham
206	person	hold	knife
207	person	hold	ham
207	person	hold	knife
208	person	hold	ham
208	person	hold	knife
209	person	hold	ham
209	person	hold	knife
210	person	hold	ham
210	person	hold	knife
211	person	hold	ham
211	person	hold	knife
212	person	hold	ham
212	person	hold	knife
213	person	hold	ham
213	person	hold	knife
214	person	hold	ham
214	person	hold	knife
215	person	hold	ham
215	person	hold	knife
216	person	hold	ham
216	person	hold	knife
217	person	hold	ham
217	person	hold	knife
218	person	hold	ham
218	person	hold	knife
219	person	hold	ham
219	person	hold	knife
220	person	hold	ham
220	person	hold	knife
221	person	hold	ham
221	person	hold	knife
222	person	hold	ham
222	person	hold	knife
223	person	hold	ham
223	person	hold	knife
224	person	hold	ham
224	person	hold	knife
225	person	hold	ham
225	person	hold	knife
226	person	hold	ham
226	person	hold	knife
227	person	hold	ham
227	person	hold	knife
228	person	hold	ham
228	person	hold	knife
229	person	hold	ham
229	person	hold	knife
230	person	hold	ham
230	person	hold	knife
231	person	hold	ham
231	person	hold	knife
232	person	hold	ham
232	person	hold	knife
233	person	hold	ham
233	person	hold	knife
234	person	hold	ham
234	person	hold	knife
235	person	hold	ham
235	person	hold	knife
236	person	hold	ham
236	person	hold	knife
237	person	hold	ham
237	person	hold	knife
238	person	hold	ham
238	person	hold	knife
239	person	hold	ham
239	person	hold	knife
240	person	hold	ham
240	person	hold	knife
240	ham	on	cutting board
241	person	hold	ham
241	person	hold	knife
241	ham	on	cutting board
242	person	hold	knife
242	ham	on	cutting board
243	person	hold	knife
243	ham	on	cutting board
244	person	hold	knife
244	ham	on	cutting board
245	person	hold	knife
245	ham	on	cutting board
246	person	hold	knife
246	ham	on	cutting board
247	person	hold	knife
247	ham	on	cutting board
248	person	hold	knife
248	ham	on	cutting board
249	person	hold	knife
249	ham	on	cutting board
250	person	hold	knife
250	ham	on	cutting board
251	person	hold	knife
251	ham	on	cutting board
252	person	hold	knife
252	ham	on	cutting board
253	person	hold	knife
253	ham	on	cutting board
254	person	hold	knife
254	ham	on	cutting board
255	person	hold	knife
255	ham	on	cutting board
256	person	hold	knife
256	ham	on	cutting board
257	person	hold	knife
257	ham	on	cutting board
258	person	hold	knife
258	ham	on	cutting board
259	person	hold	knife
259	ham	on	cutting board
260	person	hold	knife
260	ham	on	cutting board
261	person	hold	knife
261	ham	on	cutting board
262	person	hold	knife
262	ham	on	cutting board
263	person	hold	knife
263	ham	on	cutting board
263	person	hold	ham
264	person	hold	knife
264	ham	on	cutting board
264	person	hold	ham
265	person	hold	knife
265	ham	on	cutting board
265	person	hold	ham
266	person	hold	knife
266	ham	on	cutting board
266	person	hold	ham
267	person	hold	knife
267	ham	on	cutting board
267	person	hold	ham
268	person	hold	knife
268	ham	on	cutting board
268	person	hold	ham
269	person	hold	knife
269	ham	on	cutting board
269	person	hold	ham
270	person	hold	knife
270	ham	on	cutting board
270	person	hold	ham
271	person	hold	knife
271	ham	on	cutting board
271	person	hold	ham
272	person	hold	knife
272	ham	on	cutting board
272	person	hold	ham
273	person	hold	knife
273	ham	on	cutting board
273	person	hold	ham
274	person	hold	knife
274	ham	on	cutting board
274	person	hold	ham
275	person	hold	knife
275	ham	on	cutting board
275	person	hold	ham
276	person	hold	knife
276	ham	on	cutting board
276	person	hold	ham
277	person	hold	knife
277	ham	on	cutting board
277	person	hold	ham
278	person	hold	knife
278	ham	on	cutting board
278	person	hold	ham
279	person	hold	knife
279	ham	on	cutting board
279	person	hold	ham
280	person	hold	knife
280	ham	on	cutting board
280	person	hold	ham
281	person	hold	knife
281	ham	on	cutting board
281	person	hold	ham
282	person	hold	knife
282	ham	on	cutting board
282	person	hold	ham
282	knife	cut	ham
283	person	hold	knife
283	ham	on	cutting board
283	person	hold	ham
283	knife	cut	ham
284	person	hold	knife
284	ham	on	cutting board
284	person	hold	ham
284	knife	cut	ham
285	person	hold	knife
285	ham	on	cutting board
285	person	hold	ham
285	knife	cut	ham
286	person	hold	knife
286	ham	on	cutting board
286	person	hold	ham
286	knife	cut	ham
287	person	hold	knife
287	ham	on	cutting board
287	person	hold	ham
287	knife	cut	ham
288	person	hold	knife
288	ham	on	cutting board
288	person	hold	ham
288	knife	cut	ham
289	person	hold	knife
289	ham	on	cutting board
289	person	hold	ham
289	knife	cut	ham
290	person	hold	knife
290	ham	on	cutting board
290	person	hold	ham
290	knife	cut	ham
291	person	hold	knife
291	ham	on	cutting board
291	person	hold	ham
291	knife	cut	ham
292	person	hold	knife
292	ham	on	cutting board
292	person	hold	ham
292	knife	cut	ham
293	person	hold	knife
293	ham	on	cutting board
293	person	hold	ham
293	knife	cut	ham
294	person	hold	knife
294	ham	on	cutting board
294	person	hold	ham
294	knife	cut	ham
295	person	hold	knife
295	ham	on	cutting board
295	person	hold	ham
295	knife	cut	ham
296	person	hold	knife
296	ham	on	cutting board
296	person	hold	ham
296	knife	cut	ham
297	person	hold	knife
297	ham	on	cutting board
297	person	hold	ham
297	knife	cut	ham
298	person	hold	knife
298	ham	on	cutting board
298	person	hold	ham
298	knife	cut	ham
299	person	hold	knife
299	ham	on	cutting board
299	person	hold	ham
299	knife	cut	ham
300	person	hold	knife
300	ham	on	cutting board
300	person	hold	ham
300	knife	cut	ham
301	person	hold	knife
301	ham	on	cutting board
301	person	hold	ham
301	knife	cut	ham
302	person	hold	knife
302	ham	on	cutting board
302	person	hold	ham
302	knife	cut	ham
303	person	hold	knife
303	ham	on	cutting board
303	person	hold	ham
303	knife	cut	ham
304	person	hold	knife
304	ham	on	cutting board
304	person	hold	ham
304	knife	cut	ham
305	person	hold	knife
305	ham	on	cutting board
305	person	hold	ham
305	knife	cut	ham
306	person	hold	knife
306	ham	on	cutting board
306	person	hold	ham
306	knife	cut	ham
307	person	hold	knife
307	ham	on	cutting board
307	person	hold	ham
307	knife	cut	ham
308	person	hold	knife
308	ham	on	cutting board
308	person	hold	ham
308	knife	cut	ham
309	person	hold	knife
309	ham	on	cutting board
309	person	hold	ham
309	knife	cut	ham
310	person	hold	knife
310	ham	on	cutting board
310	person	hold	ham
310	knife	cut	ham
311	person	hold	knife
311	ham	on	cutting board
311	person	hold	ham
311	knife	cut	ham
312	person	hold	knife
312	ham	on	cutting board
312	person	hold	ham
312	knife	cut	ham
313	person	hold	knife
313	ham	on	cutting board
313	person	hold	ham
313	knife	cut	ham
314	person	hold	knife
314	ham	on	cutting board
314	person	hold	ham
314	knife	cut	ham
315	person	hold	knife
315	ham	on	cutting board
315	person	hold	ham
315	knife	cut	ham
316	person	hold	knife
316	ham	on	cutting board
316	person	hold	ham
316	knife	cut	ham
317	person	hold	knife
317	ham	on	cutting board
317	person	hold	ham
317	knife	cut	ham
318	person	hold	knife
318	ham	on	cutting board
318	person	hold	ham
318	knife	cut	ham
319	person	hold	knife
319	ham	on	cutting board
319	person	hold	ham
319	knife	cut	ham
320	person	hold	knife
320	ham	on	cutting board
320	person	hold	ham
320	knife	cut	ham
321	person	hold	knife
321	ham	on	cutting board
321	person	hold	ham
321	knife	cut	ham
322	person	hold	knife
322	ham	on	cutting board
322	person	hold	ham
322	knife	cut	ham
323	person	hold	knife
323	ham	on	cutting board
323	person	hold	ham
323	knife	cut	ham
324	person	hold	knife
324	ham	on	cutting board
324	person	hold	ham
324	knife	cut	ham
325	person	hold	knife
325	ham	on	cutting board
325	person	hold	ham
325	knife	cut	ham
326	person	hold	knife
326	ham	on	cutting board
326	person	hold	ham
326	knife	cut	ham
327	person	hold	knife
327	ham	on	cutting board
327	person	hold	ham
327	knife	cut	ham
328	person	hold	knife
328	ham	on	cutting board
328	person	hold	ham
328	knife	cut	ham
329	person	hold	knife
329	ham	on	cutting board
329	person	hold	ham
329	knife	cut	ham
330	person	hold	knife
330	ham	on	cutting board
330	person	hold	ham
330	knife	cut	ham
331	person	hold	knife
331	ham	on	cutting board
331	person	hold	ham
331	knife	cut	ham
332	person	hold	knife
332	ham	on	cutting board
332	person	hold	ham
332	knife	cut	ham
333	person	hold	knife
333	ham	on	cutting board
333	person	hold	ham
333	knife	cut	ham
334	person	hold	knife
334	ham	on	cutting board
334	person	hold	ham
334	knife	cut	ham
335	person	hold	knife
335	ham	on	cutting board
335	person	hold	ham
335	knife	cut	ham
336	person	hold	knife
336	ham	on	cutting board
336	person	hold	ham
336	knife	cut	ham
337	person	hold	knife
337	ham	on	cutting board
337	person	hold	ham
337	knife	cut	ham
338	person	hold	knife
338	ham	on	cutting board
338	person	hold	ham
338	knife	cut	ham
339	person	hold	knife
339	ham	on	cutting board
339	person	hold	ham
339	knife	cut	ham
340	person	hold	knife
340	ham	on	cutting board
340	person	hold	ham
340	knife	cut	ham
341	person	hold	knife
341	ham	on	cutting board
341	person	hold	ham
341	knife	cut	ham
342	person	hold	knife
342	ham	on	cutting board
342	person	hold	ham
342	knife	cut	ham
343	person	hold	knife
343	ham	on	cutting board
343	person	hold	ham
343	knife	cut	ham
344	person	hold	knife
344	ham	on	cutting board
344	person	hold	ham
344	knife	cut	ham
345	person	hold	knife
345	ham	on	cutting board
345	person	hold	ham
345	knife	cut	ham
346	person	hold	knife
346	ham	on	cutting board
346	person	hold	ham
346	knife	cut	ham
347	person	hold	knife
347	ham	on	cutting board
347	person	hold	ham
347	knife	cut	ham
348	person	hold	knife
348	ham	on	cutting board
348	person	hold	ham
348	knife	cut	ham
349	person	hold	knife
349	ham	on	cutting board
349	person	hold	ham
349	knife	cut	ham
350	person	hold	knife
350	ham	on	cutting board
350	person	hold	ham
350	knife	cut	ham
351	person	hold	knife
351	ham	on	cutting board
351	person	hold	ham
351	knife	cut	ham
352	person	hold	knife
352	ham	on	cutting board
352	person	hold	ham
352	knife	cut	ham
353	person	hold	knife
353	ham	on	cutting board
353	person	hold	ham
353	knife	cut	ham
354	person	hold	knife
354	ham	on	cutting board
354	person	hold	ham
354	knife	cut	ham
355	person	hold	knife
355	ham	on	cutting board
355	person	hold	ham
355	knife	cut	ham
356	person	hold	knife
356	ham	on	cutting board
356	person	hold	ham
356	knife	cut	ham
357	person	hold	knife
357	ham	on	cutting board
357	person	hold	ham
357	knife	cut	ham
358	person	hold	knife
358	ham	on	cutting board
358	person	hold	ham
358	knife	cut	ham
359	person	hold	knife
359	ham	on	cutting board
359	person	hold	ham
359	knife	cut	ham
360	person	hold	knife
360	ham	on	cutting board
360	person	hold	ham
360	knife	cut	ham
361	person	hold	knife
361	ham	on	cutting board
361	person	hold	ham
361	knife	cut	ham
362	person	hold	knife
362	ham	on	cutting board
362	person	hold	ham
362	knife	cut	ham
363	person	hold	knife
363	ham	on	cutting board
363	person	hold	ham
363	knife	cut	ham
364	person	hold	knife
364	ham	on	cutting board
364	person	hold	ham
364	knife	cut	ham
365	person	hold	knife
365	ham	on	cutting board
365	person	hold	ham
365	knife	cut	ham
366	person	hold	knife
366	ham	on	cutting board
366	person	hold	ham
366	knife	cut	ham
367	person	hold	knife
367	ham	on	cutting board
367	person	hold	ham
367	knife	cut	ham
368	person	hold	knife
368	ham	on	cutting board
368	person	hold	ham
368	knife	cut	ham
369	person	hold	knife
369	ham	on	cutting board
369	person	hold	ham
369	knife	cut	ham
370	person	hold	knife
370	ham	on	cutting board
370	person	hold	ham
370	knife	cut	ham
371	person	hold	knife
371	ham	on	cutting board
371	person	hold	ham
371	knife	cut	ham
372	person	hold	knife
372	ham	on	cutting board
372	person	hold	ham
372	knife	cut	ham
373	person	hold	knife
373	ham	on	cutting board
373	person	hold	ham
373	knife	cut	ham
374	person	hold	knife
374	ham	on	cutting board
374	person	hold	ham
374	knife	cut	ham
375	person	hold	knife
375	ham	on	cutting board
375	person	hold	ham
375	knife	cut	ham
376	person	hold	knife
376	ham	on	cutting board
376	person	hold	ham
376	knife	cut	ham
377	person	hold	knife
377	ham	on	cutting board
377	person	hold	ham
377	knife	cut	ham
378	person	hold	knife
378	ham	on	cutting board
378	person	hold	ham
378	knife	cut	ham
379	person	hold	knife
379	ham	on	cutting board
379	person	hold	ham
379	knife	cut	ham
380	person	hold	knife
380	ham	on	cutting board
380	person	hold	ham
380	knife	cut	ham
381	person	hold	knife
381	ham	on	cutting board
381	person	hold	ham
381	knife	cut	ham
382	person	hold	knife
382	ham	on	cutting board
382	person	hold	ham
382	knife	cut	ham
383	person	hold	knife
383	ham	on	cutting board
383	person	hold	ham
383	knife	cut	ham
384	person	hold	knife
384	ham	on	cutting board
384	person	hold	ham
384	knife	cut	ham
385	person	hold	knife
385	ham	on	cutting board
385	person	hold	ham
385	knife	cut	ham
386	person	hold	knife
386	ham	on	cutting board
386	person	hold	ham
386	knife	cut	ham
387	person	hold	knife
387	ham	on	cutting board
387	person	hold	ham
387	knife	cut	ham
388	person	hold	knife
388	ham	on	cutting board
388	person	hold	ham
388	knife	cut	ham
389	person	hold	knife
389	ham	on	cutting board
389	person	hold	ham
389	knife	cut	ham
390	person	hold	knife
390	ham	on	cutting board
390	person	hold	ham
390	knife	cut	ham
391	person	hold	knife
391	ham	on	cutting board
391	person	hold	ham
391	knife	cut	ham
392	person	hold	knife
392	ham	on	cutting board
392	person	hold	ham
392	knife	cut	ham
393	person	hold	knife
393	ham	on	cutting board
393	person	hold	ham
393	knife	cut	ham
394	person	hold	knife
394	ham	on	cutting board
394	person	hold	ham
394	knife	cut	ham
395	person	hold	knife
395	ham	on	cutting board
395	person	hold	ham
395	knife	cut	ham
396	person	hold	knife
396	ham	on	cutting board
396	person	hold	ham
396	knife	cut	ham
397	person	hold	knife
397	ham	on	cutting board
397	person	hold	ham
397	knife	cut	ham
398	person	hold	knife
398	ham	on	cutting board
398	person	hold	ham
398	knife	cut	ham
399	person	hold	knife
399	ham	on	cutting board
399	person	hold	ham
399	knife	cut	ham
400	person	hold	knife
400	ham	on	cutting board
400	person	hold	ham
400	knife	cut	ham
401	person	hold	knife
401	ham	on	cutting board
401	person	hold	ham
401	knife	cut	ham
402	person	hold	knife
402	ham	on	cutting board
402	person	hold	ham
402	knife	cut	ham
403	person	hold	knife
403	ham	on	cutting board
403	person	hold	ham
403	knife	cut	ham
404	person	hold	knife
404	ham	on	cutting board
404	person	hold	ham
404	knife	cut	ham
405	person	hold	knife
405	ham	on	cutting board
405	person	hold	ham
405	knife	cut	ham
406	person	hold	knife
406	ham	on	cutting board
406	person	hold	ham
406	knife	cut	ham
407	person	hold	knife
407	ham	on	cutting board
407	person	hold	ham
407	knife	cut	ham
408	person	hold	knife
408	ham	on	cutting board
408	person	hold	ham
408	knife	cut	ham
409	person	hold	knife
409	ham	on	cutting board
409	person	hold	ham
409	knife	cut	ham
410	person	hold	knife
410	ham	on	cutting board
410	person	hold	ham
410	knife	cut	ham
411	person	hold	knife
411	ham	on	cutting board
411	person	hold	ham
411	knife	cut	ham
412	person	hold	knife
412	ham	on	cutting board
412	person	hold	ham
412	knife	cut	ham
413	person	hold	knife
413	ham	on	cutting board
413	person	hold	ham
413	knife	cut	ham
414	person	hold	knife
414	ham	on	cutting board
414	person	hold	ham
414	knife	cut	ham
415	person	hold	knife
415	ham	on	cutting board
415	person	hold	ham
415	knife	cut	ham
416	person	hold	knife
416	ham	on	cutting board
416	person	hold	ham
416	knife	cut	ham
417	person	hold	knife
417	ham	on	cutting board
417	person	hold	ham
417	knife	cut	ham
418	person	hold	knife
418	ham	on	cutting board
418	person	hold	ham
418	knife	cut	ham
419	person	hold	knife
419	ham	on	cutting board
419	person	hold	ham
419	knife	cut	ham
420	person	hold	knife
420	ham	on	cutting board
420	person	hold	ham
420	knife	cut	ham
421	person	hold	knife
421	ham	on	cutting board
421	person	hold	ham
421	knife	cut	ham
422	person	hold	knife
422	ham	on	cutting board
422	person	hold	ham
422	knife	cut	ham
423	person	hold	knife
423	ham	on	cutting board
423	person	hold	ham
423	knife	cut	ham
424	person	hold	knife
424	ham	on	cutting board
424	person	hold	ham
424	knife	cut	ham
425	person	hold	knife
425	ham	on	cutting board
425	person	hold	ham
425	knife	cut	ham
426	person	hold	knife
426	ham	on	cutting board
426	person	hold	ham
426	knife	cut	ham
427	person	hold	knife
427	ham	on	cutting board
427	person	hold	ham
427	knife	cut	ham
428	person	hold	knife
428	ham	on	cutting board
428	person	hold	ham
428	knife	cut	ham
429	person	hold	knife
429	ham	on	cutting board
429	person	hold	ham
429	knife	cut	ham
430	person	hold	knife
430	ham	on	cutting board
430	person	hold	ham
430	knife	cut	ham
431	person	hold	knife
431	ham	on	cutting board
431	person	hold	ham
431	knife	cut	ham
432	person	hold	knife
432	ham	on	cutting board
432	person	hold	ham
432	knife	cut	ham
433	person	hold	knife
433	ham	on	cutting board
433	person	hold	ham
433	knife	cut	ham
434	person	hold	knife
434	ham	on	cutting board
434	person	hold	ham
434	knife	cut	ham
435	person	hold	knife
435	ham	on	cutting board
435	person	hold	ham
435	knife	cut	ham
436	person	hold	knife
436	ham	on	cutting board
436	person	hold	ham
436	knife	cut	ham
437	person	hold	knife
437	ham	on	cutting board
437	person	hold	ham
437	knife	cut	ham
438	person	hold	knife
438	ham	on	cutting board
438	person	hold	ham
438	knife	cut	ham
439	person	hold	knife
439	ham	on	cutting board
439	person	hold	ham
439	knife	cut	ham
440	person	hold	knife
440	ham	on	cutting board
440	person	hold	ham
440	knife	cut	ham
441	person	hold	knife
441	ham	on	cutting board
441	person	hold	ham
441	knife	cut	ham
442	person	hold	knife
442	ham	on	cutting board
442	person	hold	ham
442	knife	cut	ham
443	person	hold	knife
443	ham	on	cutting board
443	person	hold	ham
443	knife	cut	ham
444	person	hold	knife
444	ham	on	cutting board
444	person	hold	ham
444	knife	cut	ham
445	person	hold	knife
445	ham	on	cutting board
445	person	hold	ham
445	knife	cut	ham
446	person	hold	knife
446	ham	on	cutting board
446	person	hold	ham
446	knife	cut	ham
447	person	hold	knife
447	ham	on	cutting board
447	person	hold	ham
447	knife	cut	ham
448	person	hold	knife
448	ham	on	cutting board
448	person	hold	ham
448	knife	cut	ham
449	person	hold	knife
449	ham	on	cutting board
449	person	hold	ham
449	knife	cut	ham
450	person	hold	knife
450	ham	on	cutting board
450	person	hold	ham
450	knife	cut	ham
451	person	hold	knife
451	ham	on	cutting board
451	person	hold	ham
451	knife	cut	ham
452	person	hold	knife
452	ham	on	cutting board
452	person	hold	ham
452	knife	cut	ham
453	person	hold	knife
453	ham	on	cutting board
453	person	hold	ham
453	knife	cut	ham
454	person	hold	knife
454	ham	on	cutting board
454	person	hold	ham
454	knife	cut	ham
455	person	hold	knife
455	ham	on	cutting board
455	person	hold	ham
455	knife	cut	ham
456	person	hold	knife
456	ham	on	cutting board
456	person	hold	ham
456	knife	cut	ham
457	person	hold	knife
457	ham	on	cutting board
457	person	hold	ham
457	knife	cut	ham
458	person	hold	knife
458	ham	on	cutting board
458	person	hold	ham
458	knife	cut	ham
459	person	hold	knife
459	ham	on	cutting board
459	person	hold	ham
459	knife	cut	ham
460	person	hold	knife
460	ham	on	cutting board
460	person	hold	ham
460	knife	cut	ham
461	person	hold	knife
461	ham	on	cutting board
461	person	hold	ham
461	knife	cut	ham
462	person	hold	knife
462	ham	on	cutting board
462	person	hold	ham
462	knife	cut	ham
463	person	hold	knife
463	ham	on	cutting board
463	person	hold	ham
463	knife	cut	ham
464	person	hold	knife
464	ham	on	cutting board
464	person	hold	ham
464	knife	cut	ham
465	person	hold	knife
465	ham	on	cutting board
465	person	hold	ham
465	knife	cut	ham
466	person	hold	knife
466	ham	on	cutting board
466	person	hold	ham
466	knife	cut	ham
467	person	hold	knife
467	ham	on	cutting board
467	person	hold	ham
467	knife	cut	ham
468	person	hold	knife
468	ham	on	cutting board
468	person	hold	ham
468	knife	cut	ham
469	person	hold	knife
469	ham	on	cutting board
469	person	hold	ham
469	knife	cut	ham
470	person	hold	knife
470	ham	on	cutting board
470	person	hold	ham
470	knife	cut	ham
471	person	hold	knife
471	ham	on	cutting board
471	person	hold	ham
471	knife	cut	ham
472	person	hold	knife
472	ham	on	cutting board
472	person	hold	ham
472	knife	cut	ham
473	person	hold	knife
473	ham	on	cutting board
473	person	hold	ham
473	knife	cut	ham
474	person	hold	knife
474	ham	on	cutting board
474	person	hold	ham
474	knife	cut	ham
475	person	hold	knife
475	ham	on	cutting board
475	person	hold	ham
475	knife	cut	ham
476	person	hold	knife
476	ham	on	cutting board
476	person	hold	ham
476	knife	cut	ham
477	person	hold	knife
477	ham	on	cutting board
477	person	hold	ham
477	knife	cut	ham
478	person	hold	knife
478	ham	on	cutting board
478	person	hold	ham
478	knife	cut	ham
479	person	hold	knife
479	ham	on	cutting board
479	person	hold	ham
479	knife	cut	ham
480	person	hold	knife
480	ham	on	cutting board
480	person	hold	ham
480	knife	cut	ham
481	person	hold	knife
481	ham	on	cutting board
481	person	hold	ham
481	knife	cut	ham
482	person	hold	knife
482	ham	on	cutting board
482	person	hold	ham
482	knife	cut	ham
483	person	hold	knife
483	ham	on	cutting board
483	person	hold	ham
483	knife	cut	ham
484	person	hold	knife
484	ham	on	cutting board
484	person	hold	ham
484	knife	cut	ham
485	person	hold	knife
485	ham	on	cutting board
485	person	hold	ham
485	knife	cut	ham
486	person	hold	knife
486	ham	on	cutting board
486	person	hold	ham
486	knife	cut	ham
487	person	hold	knife
487	ham	on	cutting board
487	person	hold	ham
487	knife	cut	ham
488	person	hold	knife
488	ham	on	cutting board
488	person	hold	ham
488	knife	cut	ham
489	person	hold	knife
489	ham	on	cutting board
489	person	hold	ham
489	knife	cut	ham
490	person	hold	knife
490	ham	on	cutting board
490	person	hold	ham
490	knife	cut	ham
491	person	hold	knife
491	ham	on	cutting board
491	person	hold	ham
491	knife	cut	ham
492	person	hold	knife
492	ham	on	cutting board
492	person	hold	ham
492	knife	cut	ham
493	person	hold	knife
493	ham	on	cutting board
493	person	hold	ham
493	knife	cut	ham
494	person	hold	knife
494	ham	on	cutting board
494	person	hold	ham
494	knife	cut	ham
495	person	hold	knife
495	ham	on	cutting board
495	person	hold	ham
495	knife	cut	ham
496	person	hold	knife
496	ham	on	cutting board
496	person	hold	ham
496	knife	cut	ham
497	person	hold	knife
497	ham	on	cutting board
497	person	hold	ham
497	knife	cut	ham
498	person	hold	knife
498	ham	on	cutting board
498	person	hold	ham
498	knife	cut	ham
499	person	hold	knife
499	ham	on	cutting board
499	person	hold	ham
499	knife	cut	ham
500	person	hold	knife
500	ham	on	cutting board
500	person	hold	ham
500	knife	cut	ham
501	person	hold	knife
501	ham	on	cutting board
501	person	hold	ham
501	knife	cut	ham
502	person	hold	knife
502	ham	on	cutting board
502	person	hold	ham
502	knife	cut	ham
503	person	hold	knife
503	ham	on	cutting board
503	person	hold	ham
503	knife	cut	ham
504	person	hold	knife
504	ham	on	cutting board
504	person	hold	ham
504	knife	cut	ham
505	person	hold	knife
505	ham	on	cutting board
505	person	hold	ham
505	knife	cut	ham
506	person	hold	knife
506	ham	on	cutting board
506	person	hold	ham
506	knife	cut	ham
507	person	hold	knife
507	ham	on	cutting board
507	person	hold	ham
507	knife	cut	ham
508	person	hold	knife
508	ham	on	cutting board
508	person	hold	ham
508	knife	cut	ham
509	person	hold	knife
509	ham	on	cutting board
509	person	hold	ham
509	knife	cut	ham
510	person	hold	knife
510	ham	on	cutting board
510	person	hold	ham
510	knife	cut	ham
511	person	hold	knife
511	ham	on	cutting board
511	person	hold	ham
511	knife	cut	ham
512	person	hold	knife
512	ham	on	cutting board
512	person	hold	ham
512	knife	cut	ham
513	person	hold	knife
513	ham	on	cutting board
513	person	hold	ham
513	knife	cut	ham
514	person	hold	knife
514	ham	on	cutting board
514	person	hold	ham
514	knife	cut	ham
