Frame:	Label:	Points:	Bounding Box ID:	Frame path: data2/scrambled-egg/
13	cutting_board	(11,114,47,58)	19	13.jpg
13	saltshaker	(14,157,38,51)	26	13.jpg
13	spoon	(30,170,14,32)	27	13.jpg
13	pan_handle	(203,79,35,49)	15	13.jpg
13	oil_bottle	(1,146,21,44)	24	13.jpg
14	shell_egg	(78,207,14,15)	7	14.jpg
14	bowl	(43,129,49,44)	17	14.jpg
14	chopstick	(246,100,10,27)	18	14.jpg
14	ham	(62,179,31,29)	12	14.jpg
14	knife	(35,98,20,72)	22	14.jpg
14	cutting_board	(11,114,47,58)	19	14.jpg
14	saltshaker	(15,158,37,49)	26	14.jpg
14	spoon	(30,169,15,33)	27	14.jpg
14	pan_handle	(201,79,35,49)	15	14.jpg
14	oil_bottle	(2,146,22,45)	24	14.jpg
15	shell_egg	(77,207,14,15)	7	15.jpg
15	bowl	(45,129,50,45)	17	15.jpg
15	chopstick	(245,100,10,26)	18	15.jpg
15	ham	(61,179,32,30)	12	15.jpg
15	knife	(35,99,20,71)	22	15.jpg
15	cutting_board	(13,115,46,56)	19	15.jpg
15	saltshaker	(15,158,37,49)	26	15.jpg
15	spoon	(29,169,15,33)	27	15.jpg
15	pan_handle	(203,80,34,48)	15	15.jpg
15	oil_bottle	(1,146,21,44)	24	15.jpg
16	shell_egg	(78,206,14,16)	7	16.jpg
16	bowl	(44,130,49,43)	17	16.jpg
16	chopstick	(246,101,10,26)	18	16.jpg
16	ham	(62,179,32,29)	12	16.jpg
16	knife	(35,99,20,71)	22	16.jpg
16	cutting_board	(10,113,47,58)	19	16.jpg
16	saltshaker	(15,158,36,49)	26	16.jpg
16	spoon	(30,169,15,33)	27	16.jpg
16	pan_handle	(202,79,35,50)	15	16.jpg
16	oil_bottle	(1,146,22,44)	24	16.jpg
17	shell_egg	(77,206,14,16)	7	17.jpg
17	bowl	(45,130,48,42)	17	17.jpg
17	chopstick	(246,101,10,26)	18	17.jpg
17	ham	(62,179,32,29)	12	17.jpg
17	knife	(35,98,20,73)	22	17.jpg
17	cutting_board	(13,114,47,57)	19	17.jpg
17	saltshaker	(15,158,36,49)	26	17.jpg
17	spoon	(29,169,15,33)	27	17.jpg
17	pan_handle	(203,79,35,49)	15	17.jpg
17	oil_bottle	(2,146,21,44)	24	17.jpg
18	shell_egg	(78,206,14,16)	7	18.jpg
18	bowl	(45,130,47,42)	17	18.jpg
18	chopstick	(246,101,9,25)	18	18.jpg
18	ham	(61,179,32,29)	12	18.jpg
18	knife	(35,99,20,71)	22	18.jpg
18	cutting_board	(11,115,46,56)	19	18.jpg
18	saltshaker	(16,158,37,50)	26	18.jpg
18	spoon	(29,169,15,33)	27	18.jpg
18	pan_handle	(200,77,37,52)	15	18.jpg
18	oil_bottle	(1,147,21,42)	24	18.jpg
19	shell_egg	(77,206,14,17)	7	19.jpg
19	bowl	(45,129,50,45)	17	19.jpg
19	chopstick	(246,101,10,25)	18	19.jpg
19	ham	(63,179,31,29)	12	19.jpg
19	knife	(35,99,20,71)	22	19.jpg
19	cutting_board	(14,116,45,55)	19	19.jpg
19	saltshaker	(14,158,37,50)	26	19.jpg
19	spoon	(29,169,15,33)	27	19.jpg
19	pan_handle	(202,78,37,50)	15	19.jpg
19	oil_bottle	(2,146,21,44)	24	19.jpg
20	shell_egg	(78,206,14,17)	7	20.jpg
20	bowl	(46,130,47,42)	17	20.jpg
20	chopstick	(245,101,10,25)	18	20.jpg
20	ham	(60,178,33,30)	12	20.jpg
20	knife	(34,99,20,71)	22	20.jpg
20	cutting_board	(11,115,46,56)	19	20.jpg
20	saltshaker	(15,158,38,51)	26	20.jpg
20	spoon	(29,169,15,33)	27	20.jpg
20	pan_handle	(200,77,37,51)	15	20.jpg
20	oil_bottle	(1,146,21,44)	24	20.jpg
21	shell_egg	(77,206,15,17)	7	21.jpg
21	bowl	(43,129,50,45)	17	21.jpg
21	chopstick	(246,101,10,25)	18	21.jpg
21	ham	(62,179,32,29)	12	21.jpg
21	knife	(35,100,20,71)	22	21.jpg
21	cutting_board	(12,114,47,57)	19	21.jpg
21	saltshaker	(15,158,37,50)	26	21.jpg
21	spoon	(29,170,15,32)	27	21.jpg
21	pan_handle	(202,78,36,50)	15	21.jpg
21	oil_bottle	(2,146,22,45)	24	21.jpg
22	shell_egg	(77,206,15,17)	7	22.jpg
22	bowl	(45,129,50,45)	17	22.jpg
22	chopstick	(246,101,9,25)	18	22.jpg
22	ham	(62,179,32,30)	12	22.jpg
22	knife	(35,99,20,71)	22	22.jpg
22	cutting_board	(11,114,48,57)	19	22.jpg
22	saltshaker	(16,158,37,50)	26	22.jpg
22	spoon	(30,169,15,33)	27	22.jpg
22	pan_handle	(200,77,37,51)	15	22.jpg
22	oil_bottle	(1,146,21,44)	24	22.jpg
23	shell_egg	(77,206,14,17)	7	23.jpg
23	bowl	(45,130,48,43)	17	23.jpg
23	chopstick	(246,101,9,25)	18	23.jpg
23	ham	(62,179,31,29)	12	23.jpg
23	knife	(35,99,20,72)	22	23.jpg
23	cutting_board	(11,114,47,58)	19	23.jpg
23	saltshaker	(15,158,37,50)	26	23.jpg
23	spoon	(30,169,15,33)	27	23.jpg
23	pan_handle	(202,78,36,50)	15	23.jpg
23	oil_bottle	(2,146,21,44)	24	23.jpg
24	shell_egg	(78,206,14,16)	7	24.jpg
24	bowl	(43,129,50,45)	17	24.jpg
24	chopstick	(245,101,10,25)	18	24.jpg
24	ham	(63,179,31,29)	12	24.jpg
24	knife	(34,99,20,72)	22	24.jpg
24	cutting_board	(11,115,46,56)	19	24.jpg
24	saltshaker	(16,158,37,50)	26	24.jpg
24	spoon	(29,169,15,33)	27	24.jpg
24	pan_handle	(200,77,37,51)	15	24.jpg
24	oil_bottle	(1,146,22,44)	24	24.jpg
25	shell_egg	(78,206,14,16)	7	25.jpg
25	bowl	(46,129,49,45)	17	25.jpg
25	chopstick	(246,101,10,25)	18	25.jpg
25	ham	(61,178,31,30)	12	25.jpg
25	knife	(35,100,19,70)	22	25.jpg
25	cutting_board	(13,115,46,56)	19	25.jpg
25	saltshaker	(15,158,37,50)	26	25.jpg
25	spoon	(30,169,15,33)	27	25.jpg
25	pan_handle	(202,78,36,50)	15	25.jpg
25	oil_bottle	(1,146,22,44)	24	25.jpg
26	shell_egg	(78,206,14,16)	7	26.jpg
26	bowl	(43,129,50,44)	17	26.jpg
26	chopstick	(246,101,9,25)	18	26.jpg
26	ham	(62,179,32,29)	12	26.jpg
26	knife	(35,99,20,71)	22	26.jpg
26	cutting_board	(10,113,48,58)	19	26.jpg
26	saltshaker	(16,158,37,50)	26	26.jpg
26	spoon	(29,170,15,32)	27	26.jpg
26	pan_handle	(200,77,37,51)	15	26.jpg
26	oil_bottle	(2,147,21,43)	24	26.jpg
27	shell_egg	(77,206,14,16)	7	27.jpg
27	bowl	(45,129,50,45)	17	27.jpg
27	chopstick	(246,101,9,25)	18	27.jpg
27	ham	(60,178,33,30)	12	27.jpg
27	knife	(35,99,20,72)	22	27.jpg
27	cutting_board	(12,114,47,57)	19	27.jpg
27	saltshaker	(14,158,37,50)	26	27.jpg
27	spoon	(30,170,14,32)	27	27.jpg
27	pan_handle	(202,78,36,50)	15	27.jpg
27	oil_bottle	(2,147,21,43)	24	27.jpg
28	shell_egg	(78,206,14,17)	7	28.jpg
28	bowl	(43,129,49,44)	17	28.jpg
28	chopstick	(245,101,10,25)	18	28.jpg
28	ham	(62,179,32,29)	12	28.jpg
28	knife	(35,99,20,72)	22	28.jpg
28	cutting_board	(10,113,49,59)	19	28.jpg
28	saltshaker	(16,158,37,50)	26	28.jpg
28	spoon	(30,170,14,32)	27	28.jpg
28	pan_handle	(200,77,37,51)	15	28.jpg
28	oil_bottle	(2,146,21,44)	24	28.jpg
29	shell_egg	(77,206,14,16)	7	29.jpg
29	bowl	(45,129,50,45)	17	29.jpg
29	chopstick	(245,100,11,27)	18	29.jpg
29	ham	(61,178,31,30)	12	29.jpg
29	knife	(35,99,20,72)	22	29.jpg
29	cutting_board	(11,114,48,58)	19	29.jpg
29	saltshaker	(13,157,38,51)	26	29.jpg
29	spoon	(30,169,15,33)	27	29.jpg
29	pan_handle	(202,78,36,50)	15	29.jpg
29	oil_bottle	(2,147,21,43)	24	29.jpg
30	shell_egg	(78,207,14,16)	7	30.jpg
30	bowl	(45,130,48,42)	17	30.jpg
30	chopstick	(245,101,10,25)	18	30.jpg
30	ham	(62,179,32,29)	12	30.jpg
30	knife	(35,99,20,71)	22	30.jpg
30	cutting_board	(11,114,48,58)	19	30.jpg
30	saltshaker	(16,158,37,50)	26	30.jpg
30	spoon	(29,169,15,33)	27	30.jpg
30	pan_handle	(201,77,37,52)	15	30.jpg
30	oil_bottle	(2,147,21,42)	24	30.jpg
31	shell_egg	(77,206,14,17)	7	31.jpg
31	bowl	(45,130,48,42)	17	31.jpg
31	chopstick	(246,101,10,25)	18	31.jpg
31	ham	(62,179,32,29)	12	31.jpg
31	knife	(35,99,20,72)	22	31.jpg
31	cutting_board	(11,114,48,58)	19	31.jpg
31	saltshaker	(13,156,38,52)	26	31.jpg
31	spoon	(30,169,15,34)	27	31.jpg
31	pan_handle	(201,78,37,51)	15	31.jpg
31	oil_bottle	(2,147,21,42)	24	31.jpg
32	shell_egg	(78,206,14,16)	7	32.jpg
32	bowl	(45,130,47,42)	17	32.jpg
32	chopstick	(246,101,9,25)	18	32.jpg
32	ham	(61,179,32,29)	12	32.jpg
32	knife	(35,99,20,72)	22	32.jpg
32	cutting_board	(11,114,47,58)	19	32.jpg
32	saltshaker	(16,158,37,50)	26	32.jpg
32	spoon	(29,169,16,34)	27	32.jpg
32	pan_handle	(201,78,37,51)	15	32.jpg
32	oil_bottle	(1,146,21,44)	24	32.jpg
33	shell_egg	(77,206,14,16)	7	33.jpg
33	bowl	(43,129,50,45)	17	33.jpg
33	chopstick	(246,101,9,25)	18	33.jpg
33	ham	(63,179,31,29)	12	33.jpg
33	knife	(35,99,20,72)	22	33.jpg
33	cutting_board	(11,114,47,58)	19	33.jpg
33	saltshaker	(14,158,37,50)	26	33.jpg
33	spoon	(29,169,16,34)	27	33.jpg
33	pan_handle	(201,78,37,51)	15	33.jpg
33	oil_bottle	(2,146,21,44)	24	33.jpg
34	shell_egg	(77,206,15,17)	7	34.jpg
34	bowl	(46,130,49,44)	17	34.jpg
34	chopstick	(245,101,10,25)	18	34.jpg
34	ham	(61,179,31,29)	12	34.jpg
34	knife	(35,99,20,72)	22	34.jpg
34	cutting_board	(10,115,47,56)	19	34.jpg
34	saltshaker	(15,158,38,51)	26	34.jpg
34	spoon	(29,169,15,33)	27	34.jpg
34	pan_handle	(201,78,37,51)	15	34.jpg
34	oil_bottle	(2,147,21,43)	24	34.jpg
35	shell_egg	(78,206,14,16)	7	35.jpg
35	bowl	(43,129,50,45)	17	35.jpg
35	chopstick	(246,101,10,25)	18	35.jpg
35	ham	(63,179,31,29)	12	35.jpg
35	knife	(35,99,20,72)	22	35.jpg
35	cutting_board	(13,114,46,57)	19	35.jpg
35	saltshaker	(15,158,37,50)	26	35.jpg
35	spoon	(30,170,14,32)	27	35.jpg
35	pan_handle	(201,78,37,51)	15	35.jpg
35	oil_bottle	(1,146,21,44)	24	35.jpg
36	shell_egg	(77,206,14,16)	7	36.jpg
36	bowl	(46,130,49,44)	17	36.jpg
36	chopstick	(245,101,10,24)	18	36.jpg
36	ham	(61,179,31,29)	12	36.jpg
36	knife	(35,99,20,72)	22	36.jpg
36	cutting_board	(9,113,49,59)	19	36.jpg
36	saltshaker	(16,158,37,50)	26	36.jpg
36	spoon	(30,170,15,32)	27	36.jpg
36	pan_handle	(201,78,37,50)	15	36.jpg
36	oil_bottle	(2,146,22,45)	24	36.jpg
37	shell_egg	(78,206,14,17)	7	37.jpg
37	bowl	(43,129,50,45)	17	37.jpg
37	chopstick	(246,101,10,25)	18	37.jpg
37	ham	(62,179,32,29)	12	37.jpg
37	knife	(35,99,20,71)	22	37.jpg
37	cutting_board	(12,114,48,57)	19	37.jpg
37	saltshaker	(15,158,37,50)	26	37.jpg
37	spoon	(30,170,14,32)	27	37.jpg
37	pan_handle	(201,78,37,50)	15	37.jpg
37	oil_bottle	(1,146,21,44)	24	37.jpg
38	shell_egg	(77,206,14,17)	7	38.jpg
38	bowl	(46,130,49,44)	17	38.jpg
38	chopstick	(245,101,10,24)	18	38.jpg
38	ham	(62,179,31,29)	12	38.jpg
38	knife	(34,99,20,72)	22	38.jpg
38	cutting_board	(9,113,49,59)	19	38.jpg
38	saltshaker	(16,158,37,50)	26	38.jpg
38	spoon	(29,169,15,33)	27	38.jpg
38	pan_handle	(201,78,37,50)	15	38.jpg
38	oil_bottle	(2,146,21,44)	24	38.jpg
39	shell_egg	(78,206,14,16)	7	39.jpg
39	bowl	(43,129,50,45)	17	39.jpg
39	chopstick	(246,101,10,25)	18	39.jpg
39	ham	(61,179,31,29)	12	39.jpg
39	knife	(35,99,20,71)	22	39.jpg
39	cutting_board	(12,114,48,57)	19	39.jpg
39	saltshaker	(14,158,37,50)	26	39.jpg
39	spoon	(29,169,15,33)	27	39.jpg
39	pan_handle	(201,78,37,50)	15	39.jpg
39	oil_bottle	(1,145,22,45)	24	39.jpg
40	shell_egg	(77,206,14,16)	7	40.jpg
40	bowl	(46,130,47,42)	17	40.jpg
40	chopstick	(246,101,9,25)	18	40.jpg
40	ham	(63,179,31,29)	12	40.jpg
40	knife	(35,99,20,72)	22	40.jpg
40	cutting_board	(10,113,49,59)	19	40.jpg
40	saltshaker	(16,158,37,51)	26	40.jpg
40	spoon	(30,169,15,33)	27	40.jpg
40	pan_handle	(201,78,37,50)	15	40.jpg
40	oil_bottle	(1,146,22,44)	24	40.jpg
41	shell_egg	(78,207,14,16)	7	41.jpg
41	bowl	(43,129,50,45)	17	41.jpg
41	chopstick	(246,101,9,25)	18	41.jpg
41	ham	(61,179,31,29)	12	41.jpg
41	knife	(34,99,20,72)	22	41.jpg
41	cutting_board	(11,114,48,58)	19	41.jpg
41	saltshaker	(14,158,37,50)	26	41.jpg
41	spoon	(29,169,15,33)	27	41.jpg
41	pan_handle	(201,78,37,50)	15	41.jpg
41	oil_bottle	(2,146,21,44)	24	41.jpg
42	shell_egg	(77,206,14,17)	7	42.jpg
42	bowl	(46,130,49,44)	17	42.jpg
42	chopstick	(246,101,9,25)	18	42.jpg
42	ham	(63,179,31,29)	12	42.jpg
42	knife	(36,101,19,69)	22	42.jpg
42	cutting_board	(11,114,48,58)	19	42.jpg
42	saltshaker	(16,158,37,51)	26	42.jpg
42	spoon	(30,169,15,33)	27	42.jpg
42	pan_handle	(201,78,37,50)	15	42.jpg
42	oil_bottle	(2,147,21,43)	24	42.jpg
43	shell_egg	(78,206,14,16)	7	43.jpg
43	bowl	(43,129,50,45)	17	43.jpg
43	chopstick	(245,100,10,26)	18	43.jpg
43	ham	(61,179,31,29)	12	43.jpg
43	knife	(34,99,20,71)	22	43.jpg
43	cutting_board	(12,114,47,57)	19	43.jpg
43	saltshaker	(14,158,37,50)	26	43.jpg
43	spoon	(29,169,15,33)	27	43.jpg
43	pan_handle	(201,78,37,50)	15	43.jpg
43	oil_bottle	(1,146,21,44)	24	43.jpg
44	shell_egg	(77,206,14,17)	7	44.jpg
44	bowl	(45,129,50,45)	17	44.jpg
44	chopstick	(245,100,10,26)	18	44.jpg
44	ham	(62,179,32,29)	12	44.jpg
44	knife	(35,100,20,70)	22	44.jpg
44	cutting_board	(10,113,49,59)	19	44.jpg
44	saltshaker	(15,158,38,51)	26	44.jpg
44	spoon	(30,169,15,33)	27	44.jpg
44	pan_handle	(201,78,37,50)	15	44.jpg
44	oil_bottle	(2,146,21,44)	24	44.jpg
45	shell_egg	(78,206,14,17)	7	45.jpg
45	bowl	(46,130,47,43)	17	45.jpg
45	chopstick	(245,100,10,26)	18	45.jpg
45	ham	(62,179,31,29)	12	45.jpg
45	knife	(35,99,20,71)	22	45.jpg
45	cutting_board	(11,114,48,58)	19	45.jpg
45	saltshaker	(15,158,37,50)	26	45.jpg
45	spoon	(29,169,15,33)	27	45.jpg
45	pan_handle	(201,78,37,50)	15	45.jpg
45	oil_bottle	(1,146,21,44)	24	45.jpg
46	shell_egg	(77,206,15,16)	7	46.jpg
46	bowl	(43,129,50,45)	17	46.jpg
46	chopstick	(245,100,10,26)	18	46.jpg
46	ham	(63,179,31,29)	12	46.jpg
46	knife	(35,99,20,71)	22	46.jpg
46	cutting_board	(11,114,48,58)	19	46.jpg
46	saltshaker	(16,158,36,50)	26	46.jpg
46	spoon	(30,170,14,32)	27	46.jpg
46	pan_handle	(201,78,37,50)	15	46.jpg
46	oil_bottle	(1,146,22,45)	24	46.jpg
47	shell_egg	(78,206,14,16)	7	47.jpg
47	bowl	(46,130,49,44)	17	47.jpg
47	chopstick	(245,101,10,25)	18	47.jpg
47	ham	(61,179,32,29)	12	47.jpg
47	knife	(35,99,20,71)	22	47.jpg
47	cutting_board	(11,114,48,58)	19	47.jpg
47	saltshaker	(14,158,37,50)	26	47.jpg
47	spoon	(30,169,14,33)	27	47.jpg
47	pan_handle	(201,78,37,50)	15	47.jpg
47	oil_bottle	(1,146,22,44)	24	47.jpg
48	shell_egg	(77,206,14,16)	7	48.jpg
48	bowl	(43,129,50,45)	17	48.jpg
48	chopstick	(245,100,11,27)	18	48.jpg
48	ham	(62,179,31,29)	12	48.jpg
48	knife	(35,99,20,71)	22	48.jpg
48	cutting_board	(11,114,48,58)	19	48.jpg
48	saltshaker	(15,158,38,51)	26	48.jpg
48	spoon	(29,169,15,33)	27	48.jpg
48	pan_handle	(201,78,37,51)	15	48.jpg
48	oil_bottle	(1,146,22,44)	24	48.jpg
49	shell_egg	(78,206,14,16)	7	49.jpg
49	bowl	(45,129,50,45)	17	49.jpg
49	chopstick	(245,100,10,27)	18	49.jpg
49	ham	(61,179,31,29)	12	49.jpg
49	knife	(35,99,20,72)	22	49.jpg
49	cutting_board	(11,114,48,58)	19	49.jpg
49	saltshaker	(15,158,37,50)	26	49.jpg
49	spoon	(30,169,15,33)	27	49.jpg
49	pan_handle	(201,78,37,50)	15	49.jpg
49	oil_bottle	(1,146,22,44)	24	49.jpg
50	shell_egg	(77,206,14,16)	7	50.jpg
50	bowl	(46,130,47,43)	17	50.jpg
50	chopstick	(246,101,10,25)	18	50.jpg
50	ham	(63,179,31,29)	12	50.jpg
50	knife	(35,99,20,72)	22	50.jpg
50	cutting_board	(12,114,48,57)	19	50.jpg
50	saltshaker	(16,158,36,50)	26	50.jpg
50	spoon	(29,169,16,34)	27	50.jpg
50	pan_handle	(201,78,37,51)	15	50.jpg
50	oil_bottle	(2,147,21,43)	24	50.jpg
51	shell_egg	(77,206,14,17)	7	51.jpg
51	bowl	(43,129,50,45)	17	51.jpg
51	chopstick	(245,101,10,25)	18	51.jpg
51	ham	(61,178,31,30)	12	51.jpg
51	knife	(34,97,20,74)	22	51.jpg
51	cutting_board	(9,113,49,59)	19	51.jpg
51	saltshaker	(16,158,36,50)	26	51.jpg
51	spoon	(29,169,16,34)	27	51.jpg
51	pan_handle	(201,78,37,51)	15	51.jpg
51	oil_bottle	(2,147,21,43)	24	51.jpg
52	shell_egg	(78,206,14,16)	7	52.jpg
52	bowl	(46,130,49,44)	17	52.jpg
52	chopstick	(245,100,11,27)	18	52.jpg
52	ham	(62,179,32,29)	12	52.jpg
52	knife	(35,98,20,73)	22	52.jpg
52	cutting_board	(12,114,48,57)	19	52.jpg
52	saltshaker	(16,158,36,50)	26	52.jpg
52	spoon	(29,169,15,34)	27	52.jpg
52	pan_handle	(201,78,37,51)	15	52.jpg
52	oil_bottle	(2,146,21,44)	24	52.jpg
53	shell_egg	(77,206,14,16)	7	53.jpg
53	bowl	(43,129,50,45)	17	53.jpg
53	chopstick	(245,100,10,27)	18	53.jpg
53	ham	(61,178,32,30)	12	53.jpg
53	knife	(34,97,20,74)	22	53.jpg
53	cutting_board	(10,112,49,60)	19	53.jpg
53	saltshaker	(16,158,36,50)	26	53.jpg
53	spoon	(30,170,15,33)	27	53.jpg
53	pan_handle	(201,78,37,51)	15	53.jpg
53	oil_bottle	(1,146,21,44)	24	53.jpg
54	shell_egg	(77,206,15,16)	7	54.jpg
54	bowl	(46,130,49,44)	17	54.jpg
54	chopstick	(245,100,10,26)	18	54.jpg
54	ham	(61,179,32,29)	12	54.jpg
54	knife	(35,98,20,73)	22	54.jpg
54	cutting_board	(11,114,48,58)	19	54.jpg
54	saltshaker	(16,158,36,50)	26	54.jpg
54	spoon	(29,169,15,34)	27	54.jpg
54	pan_handle	(201,78,37,51)	15	54.jpg
54	oil_bottle	(2,146,21,44)	24	54.jpg
55	shell_egg	(77,206,14,16)	7	55.jpg
55	bowl	(43,129,50,45)	17	55.jpg
55	chopstick	(245,100,10,26)	18	55.jpg
55	ham	(62,179,32,29)	12	55.jpg
55	knife	(35,99,20,72)	22	55.jpg
55	cutting_board	(11,114,48,58)	19	55.jpg
55	saltshaker	(16,158,36,49)	26	55.jpg
